JSH040,AIBR,RMFL,140,0
JSH040,AVKR,SAADL,731,0
JSH040,AVL,RIS,44,0
JSH040,BAGL,RIBL,60,0
JSH040,DVC,RMFL,263,0
JSH040,IL2R,RMDVR,17,0
JSH040,OLQDR,RMDVR,192,0
JSH040,RIBL,URXL,15,0
JSH040,RICR,SMDDR,91,0
JSH040,RIML,RIMR,7,0
JSH040,RIMR,SMDDR,481,0
JSH040,RIMR,SAADL,620,0
JSH040,RMDL,SIBVL,20,1
JSH040,RMDR,RMDVR,55,0
JSH040,RMDVR,SIBVL,120,0
JSH040,RMED,SMBDL,170,0
JSH040,RMFL,SAADL,419,0
JSH040,SAADL,SAADR,705,0
