JSH040,AIBR,RMFR,1,2
JSH040,AIBR,AVKR,1,1
JSH040,ALNL,AVKR,0,1
JSH040,ALNL,RMGL,1,1
JSH040,AVEL,AVKR,1,1
JSH040,AVEL,BAGR,1,1
JSH040,AVKL,RMGL,0,1
JSH040,AVKR,RMED,0,1
JSH040,AVKR,IL1L,0,1
JSH040,AVKR,RMDR,1,1
JSH040,AVKR,RMGL,1,1
JSH040,AVKR,RICR,1,1
JSH040,BAGR,RIS,1,1
JSH040,BAGR,CEPDR,1,1
JSH040,CEPDL,RIBL,1,1
JSH040,CEPDL,RMDDR,1,1
JSH040,CEPDL,RIAR,1,1
JSH040,CEPDL,IL1DL,1,1
JSH040,CEPDL,PVT,0,1
JSH040,CEPDL,OLQDL,1,1
JSH040,CEPDR,RMDL,1,1
JSH040,CEPDR,RIBR,0,1
JSH040,CEPDR,OLQDR,1,1
JSH040,CEPDR,SMDDL,1,1
JSH040,CEPDR,RIML,1,1
JSH040,CEPDR,IL1DR,1,1
JSH040,CEPDR,SMDVR,0,1
JSH040,CEPVR,IL2VR,1,1
JSH040,DVC,RMED,1,1
JSH040,IL1DL,SMBDR,0,1
JSH040,IL1DR,RIAR,1,1
JSH040,IL1DR,RIBR,0,1
JSH040,IL1L,RMER,1,1
JSH040,IL1L,RIS,0,1
JSH040,IL1L,RMFR,1,1
JSH040,IL1L,RMGL,1,1
JSH040,IL1L,RIAL,1,1
JSH040,IL1L,RMDDR,1,1
JSH040,IL1L,RIAR,1,1
JSH040,IL1L,RIGL,0,1
JSH040,IL1L,PVT,0,1
JSH040,IL1R,RMEL,1,1
JSH040,IL1R,RIBR,1,1
JSH040,IL1R,RMDDL,1,1
JSH040,IL1VL,OLQVL,1,2
JSH040,IL1VL,RIH,0,1
JSH040,IL1VL,IL2VL,1,1
JSH040,IL1VL,RIPL,1,1
JSH040,IL1VL,RMEV,1,1
JSH040,IL1VL,RMED,1,1
JSH040,IL1VL,RIS,0,1
JSH040,IL2DL,PVT,1,1
JSH040,IL2DL,URYDL,1,2
JSH040,IL2DR,RIBR,0,1
JSH040,IL2DR,SMDVR,1,1
JSH040,IL2DR,SMDDL,0,1
JSH040,IL2L,RMER,1,1
JSH040,IL2L,RIGL,1,1
JSH040,IL2L,PVT,0,1
JSH040,IL2R,URBR,1,1
JSH040,IL2VL,RMER,1,1
JSH040,OLLL,RIH,0,1
JSH040,OLLL,RIS,1,1
JSH040,OLLL,RMDR,1,1
JSH040,OLLL,PVT,0,1
JSH040,OLLR,RIS,1,1
JSH040,OLLR,RIAR,1,1
JSH040,OLLR,RMDDL,1,1
JSH040,OLQDL,RIPL,1,1
JSH040,OLQDL,RMDR,0,1
JSH040,OLQDL,URYDL,1,2
JSH040,OLQDL,URADL,1,1
JSH040,OLQDR,RIPR,1,1
JSH040,OLQDR,URADR,1,1
JSH040,OLQDR,SMDDL,0,1
JSH040,OLQVL,URAVL,1,1
JSH040,OLQVL,RIPL,1,1
JSH040,OLQVL,RMED,0,1
JSH040,PVT,RIGL,1,1
JSH040,PVT,URYDL,1,1
JSH040,PVT,URADL,0,1
JSH040,PVT,RMFL,1,1
JSH040,PVT,SAADL,0,1
JSH040,RIAL,RMEL,0,1
JSH040,RIAL,RMDR,1,1
JSH040,RIAL,SMBDL,1,1
JSH040,RIAL,RMDL,1,1
JSH040,RIAL,SIADR,1,1
JSH040,RIAR,RMGL,1,1
JSH040,RIAR,SMBDR,1,1
JSH040,RIBR,URBR,0,1
JSH040,RIBR,URXR,0,1
JSH040,RIBR,SMDDL,1,1
JSH040,RIBR,URADR,0,1
JSH040,RICR,RMDR,1,1
JSH040,RICR,SAADR,0,1
JSH040,RICR,SIBVL,1,1
JSH040,RICR,SAADL,0,1
JSH040,RIGL,RMEL,1,1
JSH040,RIGL,URBL,0,1
JSH040,RIH,RMEV,1,1
JSH040,RIH,RMER,1,1
JSH040,RIML,RIS,1,1
JSH040,RIMR,RMFR,1,1
JSH040,RIMR,SIADL,1,1
JSH040,RIPL,URAVL,1,1
JSH040,RIPL,RMDDR,0,1
JSH040,RIPL,SMBDR,0,1
JSH040,RIPL,RMDVL,1,1
JSH040,RIS,RMFR,1,2
JSH040,RMDDR,RMED,1,1
JSH040,RMDDR,RMDR,1,1
JSH040,RMDDR,RMGL,1,1
JSH040,RMDDR,URADL,0,1
JSH040,RMDL,RMDVL,1,2
JSH040,RMDL,RMFR,1,1
JSH040,RMDL,SMDDR,1,1
JSH040,RMDL,SMBDR,0,1
JSH040,RMDR,SMDVL,1,1
JSH040,RMDR,SMBDR,0,1
JSH040,RMDVL,RMEL,1,1
JSH040,RMDVL,SIBVL,1,1
JSH040,RMDVR,URAVL,0,1
JSH040,RMDVR,SMBDL,0,1
JSH040,RMED,RMFR,1,1
JSH040,RMEL,RMFR,1,1
JSH040,RMEL,URBL,1,1
JSH040,RMER,URAVR,1,1
JSH040,RMEV,URAVL,1,1
JSH040,SIADR,SMDDL,0,1
JSH040,SIADR,SIBVL,1,1
JSH040,SIBVL,SMDDR,0,1
JSH040,SMBDR,URADL,0,1
JSH040,SMDDL,URADR,0,1
JSH040,SMDDL,URYDR,1,2
JSH040,SMDVR,URADR,0,1
JSH040,SMDVR,URYDR,1,1
