IL2R,"OLQVR,RIH,OLQDR",1,62573,4600,N2UNR029,29,6167,4396,NR 45 deg
URADL,"RMEL,dBWML6",4,65267,5506,N2UNR029,29,4051,2467,NR in plane
URADR,dBWMR1,1,57113,2084,N2UNR029,29,6080,3194,NR 45 deg
IL2DL,"IL1DL,RIPL",2,61407,4050,N2UNR029,29,3798,2496,NR in plane
OLLR,SMDVR,1,64639,5281,N2UNR029,29,5157,1999,NR in plane
URADR,"dBWMR2,dBWMR5",1,65150,5442,N2UNR030,30,5875,2768,NR in plane
CEPDR,"AVEL,OLLR",2,63007,4838,N2UNR030,30,6606,3587,NR 45 deg
URYDL,RMDVL,1,56545,1828,N2UNR030,30,3391,2358,NR in plane
CEPDL,"OLLL,AVER",4,465664,4097,N2UNR030,30,3876,2096,NR in plane
RIS,"RIBR,AVEL",1,466672,9481,N2UNR030,30,5487,1964,NR in plane
RIAR,"RMDDL,RMDVR",1,36673,1122,N2UNR030,30,5986,2536,NR in plane
IL2DL,"RMEL,IL1DL",2,61015,3930,N2UNR030,30,3542,2671,NR in plane
RIBL,"AVER,URYDL",1,466653,9475,N2UNR030,30,4141,1856,NR in plane
RIAR,"RMDVR,RMDDL",3,36655,1120,N2UNR030,30,5901,2501,NR in plane
IL2DL,"RIPL,RMER",2,60783,3826,N2UNR030,30,3619,2682,NR in plane
RIAR,"RMDDL,RMDVR",3,36607,1119,N2UNR030,30,5771,2412,NR in plane
OLLR,"RIBR,RMER",2,60731,3801,N2UNR030,30,6663,3788,NR 45 deg
RIAR,RMDVR,1,36608,1118,N2UNR030,30,5761,2359,NR in plane
SMDVL,dBWML2,1,58215,2621,N2UNR030,30,4718,2153,NR in plane
URADR,"dBWMR2,dBWMR5",1,65149,5452,N2UNR030,30,6121,3180,NR 45 deg
URYDL,"OLLL,SMDDL",1,58016,2506,N2UNR030,30,4573,2107,NR in plane
RMEV,dBWML2,1,64637,5279,N2UNR030,30,4789,2218,NR in plane
SMDDL,RIAR,1,57926,2454,N2UNR030,30,6036,2372,NR in plane
CEPDR,"OLLR,IL1R",1,65887,5775,N2UNR030,30,6560,3598,NR 45 deg
URYDR,"SMDDL,CEPDR,SMDVR",3,57914,2446,N2UNR031,31,5358,2214,NR in plane
IL1DR,"RMDVR,RIPR,RMDDL",3,61270,3999,N2UNR031,31,6373,3295,NR 45 deg
RMDDL,"dBWMR6,RMEV",2,64902,5331,N2UNR031,31,5384,2405,NR in plane
CEPDL,"URYDL,RMDVL",5,62460,9404,N2UNR031,31,4413,2146,NR in plane
URADL,"RMEL,RIPL",1,61017,3906,N2UNR031,31,3538,2720,NR in plane
SMDDL,"AVEL,RIS",1,61024,3933,N2UNR031,31,5513,1977,NR in plane
OLLR,"RIBR,SMDVR",1,64834,5317,N2UNR031,31,5108,1992,NR in plane
URYDL,"OLQDL,RIBL",1,56543,1827,N2UNR031,31,3251,2469,NR in plane
SMDVL,dBWML2,1,58216,2622,N2UNR031,31,4733,2150,NR in plane
