ADAL,0.8994974874371859,1.0
ADEL,0.9532710280373832,1.0
ADFL,0.9501661129568106,1.0
ADLL,0.9640287769784173,1.0
AFDL,0.9846153846153847,1.0
AIAL,0.9257142857142857,0.9210526315789473
AIBL,0.9064516129032258,0.9514563106796117
AIML,0.9079754601226994,1.0
AINL,0.9224137931034483,0.98
AIYL,0.8862559241706162,1.0
AIZL,0.8878281622911695,1.0
ALML,0.9328358208955224,0.9583333333333334
ALNL,0.8301886792452831,0.9
ASEL,0.9589552238805971,1.0
ASGL,1.0,1.0
ASHL,0.988795518207283,0.9859154929577465
ASIL,0.8857142857142857,0.875
ASJL,0.9320388349514563,1.0
ASKL,0.9453551912568307,0.984375
AUAL,0.946078431372549,0.9666666666666667
AVAL,0.9333333333333333,0.7704918032786885
AVBL,1.0,0.9285714285714286
AVDL,1.0,0.9230769230769231
AVEL,1.0,0.9404761904761905
AVFL,0.9264705882352942,0.6363636363636364
AVHL,0.9439252336448598,1.0
AVJL,0.8571428571428572,0.84
AVKL,0.8979591836734694,0.9615384615384616
AWAL,0.9883040935672515,1.0
AWBL,0.9435483870967742,1.0
AWCL,0.9506726457399103,1.0
BAGL,0.9526315789473684,0.8333333333333334
BDUL,0.891566265060241,1.0
CEPDL,0.8424657534246576,1.0
CEPVL,0.8986175115207373,1.0
FLPL,0.8882978723404256,0.9047619047619048
HSNL,0.85,0.8571428571428572
IL1DL,0.8271604938271605,0.6538461538461539
IL1L,0.46341463414634143,0.9705882352941176
IL1VL,0.7479674796747968,0.90625
IL2DL,0.8231707317073171,1.0
IL2L,0.8636363636363636,0.9705882352941176
IL2VL,0.7867298578199052,1.0
OLLL,0.8695652173913043,0.96875
OLQDL,0.7833333333333333,1.0
OLQVL,0.7714285714285715,0.9473684210526316
PLNL,0.9230769230769231,1.0
PVCL,0.8316326530612245,0.9285714285714286
PVNL,0.9473684210526316,0.5714285714285714
PVPL,0.856353591160221,0.7272727272727273
PVQL,0.9696969696969697,1.0
RIAL,0.7287128712871287,0.71875
RIBL,0.9807692307692307,0.8041237113402062
RICL,0.9,0.9393939393939394
RIFL,0.9285714285714286,1.0
RIGL,0.910958904109589,0.9107142857142857
RIML,0.7703081232492998,0.9222222222222223
RIPL,1.0,0.6666666666666667
RIVL,0.6976744186046512,0.7857142857142857
RMDDL,0.7413793103448276,0.7551020408163265
RMDL,0.8670212765957447,0.8780487804878049
RMDVL,0.8114754098360656,0.7796610169491526
RMEL,1.0,0.8571428571428572
RMFL,0.6823529411764706,0.7142857142857143
RMGL,0.7865168539325843,0.8529411764705882
RMHL,0.7714285714285715,0.7916666666666666
SAADL,0.6993865030674846,0.95
SAAVL,0.8421052631578947,0.9591836734693877
SDQL,0.675,0.48571428571428577
SIADL,1.0,0.92
SIAVL,1.0,0.9047619047619048
SIBDL,1.0,0.8275862068965517
SIBVL,0.8,0.8
SMBDL,0.7560975609756098,0.6935483870967742
SMBVL,0.91,0.6521739130434783
SMDDL,0.7543859649122807,0.9032258064516129
SMDVL,0.9036144578313253,0.9615384615384616
URADL,0.8431372549019608,1.0
URAVL,0.8108108108108107,1.0
URBL,0.9202898550724637,0.9090909090909091
URXL,0.9473684210526316,1.0
URYDL,0.9099099099099099,0.9375
URYVL,0.8578199052132701,1.0
