RIML,['SMDVL'],1,891,NR
RIML,['RMDR'],2,892,NR
RIML,['RMDR'],1,893,NR
RIML,['RMDR'],1,894,NR
SAAVL,['AVAL'],2,897,NR
SAAVL,"['RIML', 'AVAL']",2,896,NR
CEPDL,"['RICL', 'OLQDL']",4,4487,NR
SAAVL,"['RIML', 'AVAL']",1,900,NR
RIVL,['RMDL'],1,902,NR
RIAL,"['RMDVL', 'RMDL']",1,903,NR
RIVL,"['SIAVR', 'RMDL']",1,905,NR
RIVL,"['RMDL', 'SIAVR']",2,906,NR
RIAL,"['RMDVL', 'RMDL']",1,907,NR
RIML,"['RMDL', 'SMDDR']",3,908,NR
RIAL,['RMDL'],1,925,NR
RMDL,"['RIAL', 'RMDR']",1,9433,NR
RMDL,['RIAL'],2,929,NR
RMDL,"['RIAR', 'RIAL']",2,930,NR
RMDL,"['RMDR', 'RIAR']",2,931,NR
RMDL,"['RIAR', 'RIAL']",1,932,NR
RMDL,"['RIAR', 'RIAL']",2,933,NR
RMDL,"['RIAR', 'RIAL']",2,934,NR
RMDL,"['RIAR', 'RIAL']",1,935,NR
RMDL,['RIAR'],2,936,NR
RMDL,['RIAR'],2,937,NR
RMDL,['RIAL'],1,938,NR
RIAL,"['RMDVL', 'RMDL']",1,939,NR
RIAL,"['RMDR', 'RMDL']",1,940,NR
RMDL,"['RIAL', 'RMDR']",1,941,NR
RIAL,['RMDL'],1,942,NR
RMDL,['RIAR'],1,945,NR
RMDL,"['RIAR', 'RIAL']",1,946,NR
RMDL,"['RIAR', 'RMDR']",1,947,NR
RMDL,"['RMDVR', 'RIAR', 'RIAL']",2,3636,NR
RIAL,['SMDVR'],1,999,NR
RIAL,"['SMDVR', 'RIAR']",1,1002,NR
RIAL,"['SMDVR', 'RIAR']",2,1005,NR
RIAL,['RMDDL'],1,1035,NR
RIAL,['RMDDL'],1,1036,NR
IL1L,['RMDDL'],3,1039,NR
IL2DL,['RIPL'],1,4015,NR
OLLL,"['AVER', 'CEPDL']",1,5127,NR
RICL,"['AVAL', 'AVAR']",1,4341,NR
RIVL,['SAADR'],1,1042,NR
RIAL,['SMDDL'],4,1047,NR
RIML,"['SAAVR', 'SMDDL']",2,9590,NR
RIAL,"['SMDDL', 'RIAR']",1,1054,NR
RIAL,"['SMDVR', 'SMDDL']",1,1056,NR
RIAL,"['SMDVR', 'SMDDL']",3,1058,NR
SMDDL,['SMDVR'],7,1062,NR
RICL,"['SMDDL', 'AVAR']",2,1067,NR
RICL,"['SMDDL', 'AVAR']",2,1071,NR
RICL,"['SMDDL', 'AVAR']",2,1074,NR
OLQDL,['RICR'],5,1076,NR
ADAL,['AVJR'],1,10250,NR
ADAL,['AVJR'],2,10251,NR
RMDDL,['RMDVR'],2,3638,NR
ASEL,['AIBL'],1,3639,NR
ASJL,['PVQL'],1,3641,NR
ALNL,['SAAVL'],1,3497,NR
ASJL,['PVQL'],1,3548,NR
SAAVL,"['AVAL', 'RIMR']",3,3517,NR
SAAVL,['RIMR'],1,3518,NR
SAAVL,['AVAL'],1,3524,NR
RIFL,['AVBL'],1,3528,NR
RIAL,"['RMDVR', 'RMDDL']",1,1080,NR
RIAL,"['RMDVR', 'RMDDL']",1,1081,NR
RIAL,"['RMDVR', 'RMDDL']",2,1083,NR
RIAL,"['RMDVR', 'RMDDL']",3,1085,NR
RIAL,"['RMDVR', 'RMDDL']",6,1086,NR
RIAL,"['RMDVR', 'RMDDL']",4,1087,NR
RIAL,['RMDDL'],2,1093,NR
RIAL,"['RMDVR', 'RMDDL']",2,1094,NR
RIAL,"['RMDVR', 'RMDDL']",4,1098,NR
RIAL,"['RMDVR', 'RMDDL']",2,1100,NR
RIAL,"['RMDVR', 'RMDDL']",3,1105,NR
RIAL,['RMDVR'],1,1106,NR
IL1L,"['RMDDL', 'RMDVR']",1,1109,NR
IL1L,['RMDDL'],4,1111,NR
IL1L,['RMDVR'],4,1113,NR
RMDDL,['RMDVR'],1,1132,NR
RIAL,"['RMDL', 'RMDVR']",2,1135,NR
RIAL,"['RMDL', 'RMDVR', 'RMDVL']",4,1137,NR
RIAL,"['RMDVR', 'RMDL']",4,1138,NR
RMDDL,['RMDVR'],1,1140,NR
RMDDL,['RMDVR'],1,5470,NR
RMDDL,['RMDVR'],9,5471,NR
PVPL,"['AVAR', 'AVBR']",1,1167,NR
PVPL,['AVBR'],1,1168,NR
PVPL,['AVBL'],1,1171,NR
PVPL,['AVBL'],1,1173,NR
PVPL,['AVBL'],1,1174,NR
PVPL,['AVBL'],1,1175,NR
RICL,"['AVAL', 'SMDDR']",2,1177,NR
AIBL,['AVBL'],2,1184,NR
AIBL,['AVBL'],2,1186,NR
SAAVL,"['AVAL', 'RIMR']",4,1190,NR
AIBL,['RIMR'],1,1192,NR
SAAVL,"['AVAL', 'RIMR']",3,1194,NR
SAAVL,"['AVAL', 'RIMR']",2,1196,NR
SAAVL,"['RIML', 'AVAL']",2,1197,NR
AIBL,['RIMR'],1,9849,NR
AIBL,['SMDVR'],2,1200,NR
AIBL,['RIMR'],1,1201,NR
AIBL,"['SMDVR', 'RIMR']",2,1202,NR
AIBL,['RIMR'],3,1203,NR
AIBL,['RIMR'],1,1204,NR
AIBL,['RIMR'],2,1205,NR
AIAL,['AIBL'],3,1207,NR
AIAL,['AIBL'],1,1208,NR
RMDL,['RMDR'],3,1211,NR
SAAVL,"['AVAL', 'RIMR']",2,3529,NR
SAAVL,['AVAL'],1,1327,NR
SAADL,['RIMR'],2,1330,NR
ASKL,['AIAL'],1,5679,NR
ASKL,['AIAL'],1,9841,NR
ADEL,['OLLL'],1,4119,NR
SMBVL,"['SAADL', 'PLNL']",2,9593,NR
IL2VL,"['URAVL', 'RIPL']",1,5083,NR
IL2VL,"['RIPL', 'IL1VL']",1,5084,NR
IL2VL,"['RIPL', 'IL1VL']",5,5086,NR
CEPVL,['RMDDL'],1,5087,NR
CEPVL,['AVER'],3,5511,NR
AUAL,['RIBL'],1,4284,NR
AUAL,['RIBL'],1,4285,NR
ADFL,"['AUAL', 'AIZL']",1,4300,NR
ADEL,['RMDL'],4,5091,NR
AWCL,['AIYL'],1,3131,NR
