0.8168,0.8014
0.8080,0.8008
0.8213,0.8168
0.8237,0.8197
0.8180,0.8155
0.7962,0.7789
0.8146,0.7963
0.7912,0.7953
0.8138,0.8061
0.8191,0.8154
0.8078,0.7994
0.8083,0.7993
0.8079,0.8071
0.8286,0.8239
0.8230,0.8025
0.8134,0.8153
0.8015,0.7878
0.8071,0.7961
0.8111,0.8111
0.7986,0.7898
0.8215,0.8042
0.8193,0.7905
0.7988,0.7855
0.8205,0.8211
0.8134,0.7785
0.8082,0.7786
0.8107,0.8124
0.8131,0.8038
0.8103,0.8007
0.7971,0.7855
0.8235,0.8183
0.7842,0.7745
0.8230,0.8154
0.8085,0.7991
0.8122,0.8099
0.8219,0.8033
0.8186,0.7972
0.7949,0.7781
0.8119,0.7994
0.8253,0.8101
0.8144,0.8107
0.7986,0.7975
0.8053,0.7843
0.7909,0.7815
0.8128,0.8023
0.8229,0.8015
0.8203,0.8009
0.8177,0.7946
0.8071,0.7993
0.8077,0.7854
0.8180,0.7993
0.8085,0.7934
0.8165,0.7994
0.8169,0.8156
0.8100,0.8030
0.8286,0.8089
0.8292,0.8140
0.8134,0.8104
0.7954,0.8084
0.8081,0.8085
0.8043,0.7959
0.8202,0.8160
0.8217,0.8095
0.8131,0.8039
0.8057,0.8104
0.8129,0.8074
0.8043,0.8196
0.8257,0.8201
0.8273,0.8104
0.8168,0.8189
0.8142,0.8125
0.8091,0.7972
0.8247,0.8151
0.8261,0.8151
0.7986,0.7745
0.8204,0.8053
0.8286,0.8238
0.8213,0.8129
0.8211,0.8117
0.7988,0.8059
0.8176,0.8104
0.8197,0.7964
0.8120,0.7929
0.7956,0.8039
0.8253,0.8163
0.8044,0.7964
0.8251,0.8072
0.8110,0.8013
0.8023,0.7978
0.8098,0.8097
0.8223,0.8013
0.8124,0.8044
0.8122,0.8005
0.8039,0.8001
0.8070,0.7908
0.8130,0.7953
0.8070,0.8092
0.8060,0.7818
0.8166,0.8166
0.8266,0.8071
0.8235,0.8166
0.8248,0.8035
0.8124,0.8003
0.8057,0.8154
0.8353,0.8262
0.8001,0.7990
0.8289,0.8115
0.8031,0.8058
0.8142,0.7990
0.8104,0.7930
0.8150,0.8059
0.8197,0.8206
0.8115,0.8027
0.7962,0.7726
0.8086,0.7976
0.8153,0.7848
0.8141,0.8101
0.8075,0.7905
0.7943,0.7821
0.8310,0.8299
0.8278,0.8310
0.8211,0.8016
0.8084,0.7922
0.8257,0.8170
0.7878,0.7699
0.7963,0.7975
0.8133,0.8252
0.8104,0.7813
0.8018,0.7931
0.8229,0.8072
0.8181,0.8100
0.8204,0.8041
0.8102,0.7977
0.7987,0.7948
0.8053,0.7929
0.7999,0.7885
0.8143,0.7972
0.8062,0.7870
0.8038,0.7802
0.8275,0.8230
0.8177,0.8128
0.7929,0.7958
0.8134,0.7951
0.8187,0.8104
0.8046,0.8056
0.8034,0.8027
0.8292,0.8178
0.8087,0.7933
0.8185,0.7967
0.8205,0.8026
0.8134,0.8039
0.8057,0.8112
0.8188,0.8113
0.7980,0.7973
0.8085,0.7842
0.8114,0.8018
0.8183,0.8088
0.8207,0.8320
0.8112,0.7783
0.8129,0.8226
0.8171,0.8093
0.8156,0.8008
0.8069,0.8073
0.8077,0.8065
0.8159,0.8073
0.7852,0.7913
0.8148,0.8070
0.8175,0.7957
0.8133,0.8271
0.7967,0.8110
0.8115,0.8044
0.8149,0.7913
0.8126,0.8026
0.8097,0.7987
0.7768,0.7650
0.8098,0.8221
0.8046,0.7920
0.8102,0.8085
0.8210,0.7996
0.8095,0.8109
0.8165,0.8067
0.8092,0.7929
0.7753,0.7969
0.8196,0.8122
0.7997,0.8238
0.8153,0.8047
0.8030,0.7909
0.8103,0.7995
0.8207,0.8089
0.8104,0.7995
0.8156,0.8231
0.7946,0.7756
0.8025,0.7641
0.8167,0.8223
0.8307,0.8176
0.8057,0.7927
0.8175,0.8030
0.8110,0.8048
0.8204,0.8025
0.8058,0.8101
0.8169,0.7971
0.8228,0.8257
0.7996,0.7934
0.8196,0.8352
0.8152,0.8043
0.8147,0.8162
0.8248,0.8092
0.8281,0.8122
0.8004,0.7838
0.7930,0.7900
0.8208,0.8023
0.8110,0.8129
0.8233,0.8212
0.8178,0.8072
0.8255,0.8163
0.8019,0.7678
0.8015,0.7924
0.8073,0.7984
0.8207,0.8021
0.8066,0.8008
0.8011,0.8056
0.8204,0.8000
0.8084,0.7916
0.8149,0.7996
0.8016,0.8000
0.8062,0.7822
0.8100,0.8018
0.8169,0.8101
0.8126,0.7964
0.8263,0.8193
0.7943,0.8026
0.8282,0.8150
0.8192,0.8195
0.8113,0.8024
0.8180,0.7998
0.8146,0.8136
0.7981,0.7928
0.8257,0.8115
0.8061,0.8152
0.7776,0.7725
0.8121,0.8128
0.8186,0.7927
0.8141,0.7994
0.8180,0.8049
0.8163,0.8086
0.8052,0.8115
0.8126,0.8246
