EM series	continNum 	Location	pre  	post   	type    	sec-tions   	part-ner Num-ber	post1     	post2   	post3 	post4   
N2U	3748	NR 45 deg	RIAR	RMDR,CEPVR	chemical	1	2	RMDR	CEPVR		
N2U	3751	NR 45 deg	RMDDR	dBWML4,RMDVL	chemical	1	2	dBWML4	RMDVL		
N2U	3755	NR 45 deg	CEPVR	AVEL,OLLR,RMDDR	chemical	1	3	AVEL	OLLR	RMDDR	
N2U	3758	NR 45 deg	RIAL	RMDVL,RMDDR	chemical	1	2	RMDVL	RMDDR		
N2U	3761	NR 45 deg	URYVR	IL1VR,RMDDR,RMDDR	chemical	1	3	IL1VR	RMDDR	RMDDR	
N2U	3764	NR 45 deg	RMDDR	dBWML3,RMDVL	chemical	1	2	dBWML3	RMDVL		
N2U	3766	NR 45 deg	ASER	ASEL	chemical	1	1	ASEL			
N2U	3774	NR 45 deg	AWAR	AIYR	chemical	1	1	AIYR			
N2U	3799	NR 45 deg	ASJR	hyp	chemical	1	1	seamR			
N2U	3816	NR 45 deg	ASIR	ASGR	chemical	1	1	ASGR			
N2U	3817	NR 45 deg	RMER	dBWML3	chemical	1	1	dBWML3			
N2U	3819	NR 45 deg	AWCL	ASGR	chemical	1	1	ASGR			
N2U	3828	NR 45 deg	AVFL	AVFR,AVBL	chemical	1	2	AVFR	AVBL		
N2U	3830	NR 45 deg	AVFR	AVBL,HSNR,AVFL	chemical	1	3	AVBL	HSNR	AVFL	
N2U	3832	NR 45 deg	ASHL	AIAL	chemical	1	1	AIAL			
N2U	3833	NR 45 deg	ASHL	AIAL	chemical	1	1	AIAL			
N2U	3834	NR 45 deg	RMGL	RIFL,AVFR,ASHL	chemical	1	3	RIFL	AVFR	ASHL	
N2U	3836	NR 45 deg	ASHL	AVDR	chemical	1	1	AVDR			
N2U	3837	NR 45 deg	ASHL	AVDR,AVAL	chemical	1	2	AVDR	AVAL		
N2U	3840	NR 45 deg	ASHL	AVAL	chemical	1	1	AVAL			
N2U	3841	NR 45 deg	ASHL	AVAL	chemical	1	1	AVAL			
N2U	3842	NR 45 deg	ASHL	AVAL	chemical	1	1	AVAL			
N2U	3843	NR 45 deg	ASHL	ADLL,AVAL	chemical	1	2	ADLL	AVAL		
N2U	3844	NR 45 deg	ASHL	URXL,AVBL,AVAL	chemical	1	3	URXL	AVBL	AVAL	
N2U	3845	NR 45 deg	ASHL	AVHR	chemical	1	1	AVHR			
N2U	3846	NR 45 deg	ASHL	RIR	chemical	1	1	RIR			
N2U	3847	NR 45 deg	ASHL	AVBL,AVHR	chemical	1	2	AVBL	AVHR		
N2U	3850	NR 45 deg	ASHL	RIR,URXL	chemical	1	2	RIR	URXL		
N2U	3852	NR 45 deg	RMEL	dBWMR3	chemical	1	1	dBWMR3			
N2U	3864	NR 45 deg	RMEL	vBWMR4	chemical	1	1	vBWMR4			
N2U	3865	NR 45 deg	RMEL	vBWMR4	chemical	1	1	vBWMR4			
N2U	3867	NR 45 deg	RMEL	dBWMR3	chemical	1	1	dBWMR3			
N2U	3879	NR 45 deg	URYVL	RMDDL,OLQVL	chemical	1	2	RMDDL	OLQVL		
N2U	3881	NR 45 deg	ASKR	AIAR,HSNL	chemical	1	2	AIAR	HSNL		
N2U	3883	NR 45 deg	ASHR	AIBR	chemical	1	1	AIBR			
N2U	3884	NR 45 deg	ASHR	AIAR	chemical	1	1	AIAR			
N2U	3886	NR 45 deg	ADLR	AVAR,AVDL	chemical	1	2	AVAR	AVDL		
N2U	3887	NR 45 deg	ASHR	AVDL,AVAR	chemical	1	2	AVDL	AVAR		
N2U	3889	NR 45 deg	ASHR	ADLR,AVDL	chemical	1	2	ADLR	AVDL		
N2U	3890	NR 45 deg	ASHR	AVAR,PVCL,AVBR	chemical	1	3	AVAR	PVCL	AVBR	
N2U	3891	NR 45 deg	AVHL	ASHR,RIR	chemical	1	2	ASHR	RIR		
N2U	3892	NR 45 deg	ASHR	AVAR	chemical	1	1	AVAR			
N2U	3901	NR 45 deg	RMEL	dBWMR3	chemical	1	1	dBWMR3			
N2U	3902	NR 45 deg	RMEL	dBWMR3	chemical	1	1	dBWMR3			
N2U	3903	NR 45 deg	RMEL	dBWMR3	chemical	1	1	dBWMR3			
N2U	3904	NR 45 deg	RMEL	dBWMR3	chemical	1	1	dBWMR3			
N2U	3907	NR 45 deg	ASHR	AVBR,AVAR	chemical	1	2	AVBR	AVAR		
N2U	3915	NR 45 deg	IL2R	RMEL,OLLR	chemical	1	2	RMEL	OLLR		
N2U	3917	NR 45 deg	IL1R	RMEL,dBWMR3	chemical	1	2	RMEL	dBWMR3		
N2U	3921	NR 45 deg	RMEL	dBWMR5	chemical	1	1	dBWMR5			
N2U	3921	NR 45 deg	RMEL	dBWMR5	chemical	1	1	dBWMR5			
N2U	3922	NR 45 deg	RMEL	dBWMR5	chemical	1	1	dBWMR5			
N2U	3923	NR 45 deg	IL2DR	URADR,RMEL	chemical	1	2	URADR	RMEL		
N2U	3924	NR 45 deg	IL2DR	URADR,RMEL	chemical	1	2	URADR	RMEL		
N2U	3940	NR 45 deg	PVR.	RIPR,IL1VR	chemical	1	2	RIPR	IL1VR		
N2U	3942	NR 45 deg	IL1VR	IL2VR,RIPR	chemical	1	2	IL2VR	RIPR		
N2U	3943	NR 45 deg	IL2VR	URAVR,RIPR	chemical	1	2	URAVR	RIPR		
N2U	3947	NR 45 deg	OLQVR	RIPR,RIH	chemical	1	2	RIPR	RIH		
N2U	3948	NR 45 deg	RIPR	RIH,OLQVR	chemical	1	2	RIH	OLQVR		
N2U	3948	NR 45 deg	RIPR	OLQVR	chemical	1	1	OLQVR			
N2U	3950	NR 45 deg	ASIR	CEPshVR,ASEL	chemical	1	2	CEPshVR	ASEL		
N2U	3960	NR 45 deg	AIBR	AIYR	chemical	1	1	AIYR			
N2U	3962	NR 45 deg	ASIR	CEPshVR	chemical	1	1	CEPshVR			
N2U	3965	NR 45 deg	ASEL	AWCR	chemical	1	1	AWCR			
N2U	3969	NR 45 deg	ASEL	AIBR,AWCR	chemical	1	2	AIBR	AWCR		
N2U	3970	NR 45 deg	ASEL	AWCR	chemical	1	1	AWCR			
N2U	3971	NR 45 deg	AWCR	AIYR,ASEL	chemical	1	2	AIYR	ASEL		
N2U	3982	NR 45 deg	URADR	IL1DR,dBWMR2	chemical	1	2	IL1DR	dBWMR2		
N2U	3989	NR 45 deg	OLLR	AVEL,RMDDR	chemical	1	2	AVEL	RMDDR		
N2U	3990	NR 45 deg	RMDVR	RMDDL	chemical	1	1	RMDDL			
N2U	3998	NR 45 deg	IL2DR	IL1DR,RIPR	chemical	1	2	IL1DR	RIPR		
N2U	4000	NR 45 deg	URADR	dBWMR3,RIPR	chemical	1	2	dBWMR3	RIPR		
N2U	4016	NR 45 deg	IL2DR	RIPR,RIPL	chemical	1	2	RIPR	RIPL		
N2U	4024	NR 45 deg	ASIL	ASER,ASGL	chemical	1	2	ASER	ASGL		
N2U	4025	NR 45 deg	ASIL	ASGL	chemical	1	1	ASGL			
N2U	4026	NR 45 deg	RMDVR	RMDVR,URAVL.,OLQVL	chemical	1	3	RMDVR	URAVL	OLQVL	
N2U	4031	NR 45 deg	URAVL.	RMER,RIPL	chemical	1	2	RMER	RIPL		
N2U	4041	NR 45 deg	RIH	RIPL,OLQVL	chemical	1	2	RIPL	OLQVL		
N2U	4045	NR 45 deg	ASIR	CEPVR,CEPshVR	chemical	1	2	CEPVR	CEPshVR		
N2U	4049	NR 45 deg	ASGR	AIAR	chemical	1	1	AIAR			
N2U	4053	NR 45 deg	ASIR	hyp	chemical	1	1	hyp			
N2U	4054	NR 45 deg	ASIR	hyp	chemical	1	1	hyp			
N2U	4059	NR 45 deg	RMDVL	vBWMR2	chemical	1	1	vBWMR2			
N2U	4063	NR 45 deg	AWCL	AWCR,AIAR	chemical	1	2	AWCR	AIAR		
N2U	4066	NR 45 deg	RMDL	RMDVL,vBWMR8	chemical	1	2	RMDVL	vBWMR8		
N2U	4069	NR 45 deg	RIAL	RMDDL	chemical	1	1	RMDDL			
N2U	4070	NR 45 deg	RMDDL	RMDVL,vBWML1	chemical	1	2	RMDVL	vBWML1		
N2U	4072	NR 45 deg	IL1L	RMDR,RMDVL	chemical	1	2	RMDR	RMDVL		
N2U	4073	NR 45 deg	IL1L	RMDR,RMDVL	chemical	1	2	RMDR	RMDVL		
N2U	4076	NR 45 deg	RMDR	RIAR,RMDVL	chemical	1	2	RIAR	RMDVL		
N2U	4084	NR 45 deg	OLLL	RMEL,RIBL,AVER	chemical	1	3	RMEL	RIBL	AVER	
N2U	4087	NR 45 deg	OLLL	AVER,RMDVL	chemical	1	2	AVER	RMDVL		
N2U	4088	NR 45 deg	OLLL	RIBL,AVER,RMDVL	chemical	1	3	RIBL	AVER	RMDVL	
N2U	4105	NR 45 deg	RMDR	RIAR	chemical	1	1	RIAR			
N2U	4106	NR 45 deg	RMDR	RIAR	chemical	1	1	RIAR			
N2U	4120	NR 45 deg	SMBVR	vBWMR4	chemical	1	1	vBWMR4			
N2U	4121	NR 45 deg	RMDL	dBWMR3	chemical	1	1	dBWMR3			
N2U	4125	NR 45 deg	ADEL	vBWML1,CEPVL	chemical	1	2	vBWML1	CEPVL		
N2U	4126	NR 45 deg	ADEL	vBWML1	chemical	1	1	vBWML1			
N2U	4129	NR 45 deg	IL2L	IL1L,ADEL	chemical	1	2	IL1L	ADEL		
N2U	4143	NR 45 deg	RMDVR	vBWML2,URAVL.,OLQVL	chemical	1	3	vBWML2	URAVL	OLQVL	
N2U	4155	NR 45 deg	ALA	RMDR,AVER	chemical	1	2	RMDR	AVER		
N2U	4166	NR 45 deg	IL1VL	RMDDL,URYVL	chemical	1	2	RMDDL	URYVL		
N2U	4173	NR 45 deg	URYVL	AVER,RMDDL	chemical	1	2	AVER	RMDDL		
N2U	4177	NR 45 deg	IL1VL	RMDDL,URAVL.	chemical	1	2	RMDDL	URAVL		
N2U	4185	NR 45 deg	OLLL	RIBL,AVER	chemical	1	2	RIBL	AVER		
N2U	4189	NR 45 deg	RMDDL	dBWMR5	chemical	1	1	dBWMR5			
N2U	4190	NR 45 deg	RMDDL	dBWMR5	chemical	1	1	dBWMR5			
N2U	4191	NR 45 deg	RMHL	dBWMR3	chemical	1	1	dBWMR3			
N2U	4193	NR 45 deg	RMHL	IL1R,dBWMR3	chemical	1	2	IL1R	dBWMR3		
N2U	4198	NR 45 deg	RMDDL	dBWMR3	chemical	1	1	dBWMR3			
N2U	4200	NR 45 deg	IL1R	RMDDL	chemical	1	1	RMDDL			
N2U	4223	NR 45 deg	ADFL	RIAL,AUAL	chemical	1	2	RIAL	AUAL		
N2U	4226	NR 45 deg	AUAL	URXL,RIAL	chemical	1	2	URXL	RIAL		
N2U	4227	NR 45 deg	BAGR	RIAL	chemical	1	1	RIAL			
N2U	4243	NR 45 deg	URXL	AUAL	chemical	1	1	AUAL			
N2U	4244	NR 45 deg	AUAL	RIBL	chemical	1	1	RIBL			
N2U	4247	NR 45 deg	URXL	AUAL	chemical	1	1	AUAL			
N2U	4248	NR 45 deg	URXL	AUAL	chemical	1	1	AUAL			
N2U	4250	NR 45 deg	AUAL	RIAL,AVAL	chemical	1	2	RIAL	AVAL		
N2U	4252	NR 45 deg	URXL	RIAL	chemical	1	1	RIAL			
N2U	4253	NR 45 deg	URXL	RIAL	chemical	1	1	RIAL			
N2U	4254	NR 45 deg	AUAL	RIBL	chemical	1	1	RIBL			
N2U	4255	NR 45 deg	URXL	AUAL	chemical	1	1	AUAL			
N2U	4257	NR 45 deg	BAGR	RIAL	chemical	1	1	RIAL			
N2U	4258	NR 45 deg	BAGR	RIBL,RIAL	chemical	1	2	RIBL	RIAL		
N2U	4260	NR 45 deg	BAGR	RIBL,RIAL	chemical	1	2	RIBL	RIAL		
N2U	4261	NR 45 deg	AVHR	AVAL,RIR	chemical	1	2	AVAL	RIR		
N2U	4262	NR 45 deg	AUAL	AVAL,RIAL,AVAL	chemical	1	3	AVAL	RIAL	AVAL	
N2U	4266	NR 45 deg	PVPR	URXR,RIAR	chemical	1	2	URXR	RIAR		
N2U	4267	NR 45 deg	PVPR	RIGR	chemical	1	1	RIGR			
N2U	4268	NR 45 deg	BAGR	AVAL	chemical	1	1	AVAL			
N2U	4275	NR 45 deg	ADAR	AVBR,AVJL	chemical	1	2	AVBR	AVJL		
N2U	4312	NR 45 deg	RIVR	GLRVL,vBWMR7	chemical	1	2	GLRVL	vBWMR7		
N2U	4316	NR 45 deg	AUAR	RIBR,RIAR	chemical	1	2	RIBR	RIAR		
N2U	4317	NR 45 deg	RMFL	BAGL,RIBR	chemical	1	2	BAGL	RIBR		
N2U	4319	NR 45 deg	RIVR	RMHR,vBWML4	chemical	1	2	RMHR	vBWML4		
N2U	4320	NR 45 deg	RIR	AIZR	chemical	1	1	AIZR			
N2U	4321	NR 45 deg	AUAR	RIBR	chemical	1	1	RIBR			
N2U	4322	NR 45 deg	AUAR	RIBR	chemical	1	1	RIBR			
N2U	4323	NR 45 deg	AUAR	RIBR	chemical	1	1	RIBR			
N2U	4324	NR 45 deg	AUAR	RIBR,RIAR	chemical	1	2	RIBR	RIAR		
N2U	4339	NR 45 deg	SAAVL	AVAL	chemical	1	1	AVAL			
N2U	4340	NR 45 deg	RIVL	SMDDR,RIAL	chemical	1	2	SMDDR	RIAL		
N2U	4343	NR 45 deg	RIAL	AVAL	chemical	1	1	AVAL			
N2U	4349	NR 45 deg	AQR	AVAL	chemical	1	1	AVAL			
N2U	4351	NR 45 deg	IL2DR	RIPR,IL1DR	chemical	1	2	RIPR	IL1DR		
N2U	4354	NR 45 deg	AUAR	RIBR,BAGL,RIAR	chemical	1	3	RIBR	BAGL	RIAR	
N2U	4356	NR 45 deg	AUAR	RIAR	chemical	1	1	RIAR			
N2U	4357	NR 45 deg	RIAR	AVAR	chemical	1	1	AVAR			
N2U	4358	NR 45 deg	AUAR	AVAR	chemical	1	1	AVAR			
N2U	4359	NR 45 deg	AUAR	RIAR	chemical	1	1	RIAR			
N2U	4360	NR 45 deg	BAGL	AVAR	chemical	1	1	AVAR			
N2U	4362	NR 45 deg	AUAR	AVAR	chemical	1	1	AVAR			
N2U	4364	NR 45 deg	AUAR	AVAR	chemical	1	1	AVAR			
N2U	4372	NR 45 deg	RIVL	vBWMR7	chemical	1	1	vBWMR7			
N2U	4389	NR 45 deg	SAADR	RMFR,AVAL	chemical	1	2	RMFR	AVAL		
N2U	4390	NR 45 deg	BAGL	RIGR,RIAR	chemical	1	2	RIGR	RIAR		
N2U	4391	NR 45 deg	ALNR	SMDVL,SMDVL	chemical	1	2	SMDVL	SMDVL		
N2U	4392	NR 45 deg	SAADL	OLLR,RIML	chemical	1	2	OLLR	RIML		
N2U	4393	NR 45 deg	ALNR	SAAVR,AVAL	chemical	1	2	SAAVR	AVAL		
N2U	4394	NR 45 deg	ALNR	SAAVR	chemical	1	1	SAAVR			
N2U	4397	NR 45 deg	DVA	AVER	chemical	1	1	AVER			
N2U	4407	NR 45 deg	RMEL	RIPR,RMEV	chemical	1	2	RIPR	RMEV		
N2U	4411	NR 45 deg	RIH	RMEV	chemical	1	1	RMEV			
N2U	4412	NR 45 deg	OLQDR	RIH	chemical	1	1	RIH			
N2U	4415	NR 45 deg	IL2DR	RMER	chemical	1	1	RMER			
N2U	4418	NR 45 deg	OLQDR	IL1DR	chemical	1	1	IL1DR			
N2U	4422	NR 45 deg	RIMR	SMDDL	chemical	1	1	SMDDL			
N2U	4427	NR 45 deg	ADLL	AVAL	chemical	1	1	AVAL			
N2U	4428	NR 45 deg	ADLL	AVAL	chemical	1	1	AVAL			
N2U	4429	NR 45 deg	AVAL	AVDR	chemical	1	1	AVDR			
N2U	4431	NR 45 deg	ASHL	AVAL	chemical	1	1	AVAL			
N2U	4433	NR 45 deg	AUAL	AVAL	chemical	1	1	AVAL			
N2U	4434	NR 45 deg	PVCL	AVBR	chemical	1	1	AVBR			
N2U	4437	NR 45 deg	RIMR	RIS,AVKL	chemical	1	2	RIS	AVKL		
N2U	4438	NR 45 deg	RIAL	AVAL	chemical	1	1	AVAL			
N2U	4439	NR 45 deg	AVAL	RIAL	chemical	1	1	RIAL			
N2U	4442	NR 45 deg	ADEL	RMHR,RMHR	chemical	1	2	RMHR	RMHR		
N2U	4443	NR 45 deg	RMHR	CEPVL	chemical	1	1	CEPVL			
N2U	4444	NR 45 deg	ADEL	CEPDL,ALML	chemical	1	2	CEPDL	ALML		
N2U	4445	NR 45 deg	CEPVL	RICL,RMHR	chemical	1	2	RICL	RMHR		
N2U	4446	NR 45 deg	CEPVL	RMHR	chemical	1	1	RMHR			
N2U	4448	NR 45 deg	RIMR	SMDVR,RMDR	chemical	1	2	SMDVR	RMDR		
N2U	4457	NR 45 deg	RIMR	AVAL,AIBL	chemical	1	2	AVAL	AIBL		
N2U	4462	NR 45 deg	SAADL	RIML	chemical	1	1	RIML			
N2U	4463	NR 45 deg	SAADL	AVAL	chemical	1	1	AVAL			
N2U	4490	NR 45 deg	RIML	SMDDR	chemical	1	1	SMDDR			
N2U	4494	NR 45 deg	RIMR	AVAL	chemical	1	1	AVAL			
N2U	4495	NR 45 deg	RIMR	AVAL	chemical	1	1	AVAL			
N2U	4503	NR 45 deg	CEPDL	RMHR	chemical	1	1	RMHR			
N2U	4508	NR 45 deg	RIBL	AVAL,BAGR	chemical	1	2	AVAL	BAGR		
N2U	4525	NR 45 deg	RIML	RMDL,SMDVL	chemical	1	2	RMDL	SMDVL		
N2U	4526	NR 45 deg	RIML	RMDL,SMDVL	chemical	1	2	RMDL	SMDVL		
N2U	4558	NR 45 deg	RIH	RMEV,RMER,OLQVR	chemical	1	3	RMEV	RMER	OLQVR	
N2U	4569	NR 45 deg	RIH	RMEV,URYVR,RIBR	chemical	1	3	RMEV	URYVR	RIBR	
N2U	4571	NR 45 deg	RIH	CEPVL	chemical	1	1	CEPVL			
N2U	4576	NR 45 deg	OLQVL	IL2L	chemical	1	1	IL2L			
N2U	4577	NR 45 deg	RIH	IL2VR,RMEV	chemical	1	2	IL2VR	RMEV		
N2U	4578	NR 45 deg	RIH	IL2VR,RMEV	chemical	1	2	IL2VR	RMEV		
N2U	4581	NR 45 deg	IL2R	OLQVR	chemical	1	1	OLQVR			
N2U	4585	NR 45 deg	IL2L	RIH	chemical	1	1	RIH			
N2U	4587	NR 45 deg	RIPL	OLQVL	chemical	1	1	OLQVL			
N2U	4588	NR 45 deg	IL2L	RIH,OLQDL	chemical	1	2	RIH	OLQDL		
N2U	4589	NR 45 deg	RIH	OLQDL,OLQDL	chemical	1	2	OLQDL	OLQDL		
N2U	4590	NR 45 deg	RIH	OLQDL	chemical	1	1	OLQDL			
N2U	4595	NR 45 deg	IL2R	OLQVR	chemical	1	1	OLQVR			
N2U	4600	NR 45 deg	IL2R	OLQVR,RIH,OLQDR	chemical	1	3	OLQVR	RIH	OLQDR	
N2U	4608	NR 45 deg	ASHL	AVDR	chemical	1	1	AVDR			
N2U	4609	NR 45 deg	ASHL	AVAL,AVDR	chemical	1	2	AVAL	AVDR		
N2U	4610	NR 45 deg	ADLL	AVDR,AVAL	chemical	1	2	AVDR	AVAL		
N2U	4612	NR 45 deg	ADLL	AVDR	chemical	1	1	AVDR			
N2U	4613	NR 45 deg	ASHL	AVAL,AVDR	chemical	1	2	AVAL	AVDR		
N2U	4614	NR 45 deg	ADLL	AVAL,AVDR	chemical	1	2	AVAL	AVDR		
N2U	4617	NR 45 deg	BAGL	RIGR	chemical	1	1	RIGR			
N2U	4621	NR 45 deg	ADLL	OLQVL,RIGL,RIR	chemical	1	3	OLQVL	RIGL	RIR	
N2U	4624	NR 45 deg	BAGR	RIGL	chemical	1	1	RIGL			
N2U	4625	NR 45 deg	BAGR	RIAL,RIGL	chemical	1	2	RIAL	RIGL		
N2U	4626	NR 45 deg	SDQR	ALML	chemical	1	1	ALML			
N2U	4630	NR 45 deg	PVCL	AVBR,AVJL,AVDL	chemical	1	3	AVBR	AVJL	AVDL	
N2U	4635	NR 45 deg	ADLR	URXR	chemical	1	1	URXR			
N2U	4636	NR 45 deg	ADLR	URXR	chemical	1	1	URXR			
N2U	4637	NR 45 deg	ADLR	URXR	chemical	1	1	URXR			
N2U	4638	NR 45 deg	PVPR	AVAR	chemical	1	1	AVAR			
N2U	4642	NR 45 deg	AVAR	AVBL	chemical	1	1	AVBL			
N2U	4643	NR 45 deg	AVAR	AVBL	chemical	1	1	AVBL			
N2U	4648	NR 45 deg	RICR	ADAR,AVAR	chemical	1	2	ADAR	AVAR		
N2U	4649	NR 45 deg	ADAR	AVJL,AVAR	chemical	1	2	AVJL	AVAR		
N2U	4650	NR 45 deg	RICR	ADAR,AVAR	chemical	1	2	ADAR	AVAR		
N2U	4651	NR 45 deg	OLQDR	RMHR	chemical	1	1	RMHR			
N2U	4652	NR 45 deg	RIFL	ALML,AVBL	chemical	1	2	ALML	AVBL		
N2U	4653	NR 45 deg	RIFL	ALML,AVBL	chemical	1	2	ALML	AVBL		
N2U	4654	NR 45 deg	SDQR	AVBL	chemical	1	1	AVBL			
N2U	4658	NR 45 deg	ADFR	RIR,ADFR	chemical	1	2	RIR	ADFR		
N2U	4659	NR 45 deg	PVPR	RIAR	chemical	1	1	RIAR			
N2U	4660	NR 45 deg	PVPR	AQR	chemical	1	1	AQR			
N2U	4662	NR 45 deg	RIBR	RIGR	chemical	1	1	RIGR			
N2U	4663	NR 45 deg	RIGR	RIBR	chemical	1	1	RIBR			
N2U	4664	NR 45 deg	RIGR	RIBR	chemical	1	1	RIBR			
N2U	4665	NR 45 deg	RIBR	RIGR	chemical	1	1	RIGR			
N2U	4666	NR 45 deg	BAGL	RIAR	chemical	1	1	RIAR			
N2U	4667	NR 45 deg	BAGL	RIAR	chemical	1	1	RIAR			
N2U	4668	NR 45 deg	BAGL	RIAR	chemical	1	1	RIAR			
N2U	4669	NR 45 deg	BAGL	RIAR	chemical	1	1	RIAR			
N2U	4670	NR 45 deg	BAGL	RIAR,RIGR	chemical	1	2	RIAR	RIGR		
N2U	4692	NR 45 deg	SDQL	ALML,AVEL	chemical	1	2	ALML	AVEL		
N2U	4693	NR 45 deg	ADAL	ADLL	chemical	1	1	ADLL			
N2U	4694	NR 45 deg	ADAL	ADLL	chemical	1	1	ADLL			
N2U	4695	NR 45 deg	DVA	AVBR,PVCL	chemical	1	2	AVBR	PVCL		
N2U	4709	NR 45 deg	PVR.	AVBR,RIPR	chemical	1	2	AVBR	RIPR		
N2U	4711	NR 45 deg	ASHR	ASHR,PVCL	chemical	1	2	ASHR	PVCL		
N2U	4712	NR 45 deg	ADLR	AVBR,ASHR	chemical	1	2	AVBR	ASHR		
N2U	4714	NR 45 deg	ALMR	BDUR	chemical	1	1	BDUR			
N2U	4717	NR 45 deg	RIFR	AVBR,URXR	chemical	1	2	AVBR	URXR		
N2U	4718	NR 45 deg	BDUR	ALMR	chemical	1	1	ALMR			
N2U	4719	NR 45 deg	ASHR	AVDL,ASHR	chemical	1	2	AVDL	ASHR		
N2U	4721	NR 45 deg	ADLR	OLQVR,RIPR	chemical	1	2	OLQVR	RIPR		
N2U	4723	NR 45 deg	ADLR	AVDL	chemical	1	1	AVDL			
N2U	4724	NR 45 deg	RICR	URBR,RICL,DROP-unk	chemical	1	3	URBR	RICL	DROP-unk	
N2U	4725	NR 45 deg	ADLR	RICR	chemical	1	1	RICR			
N2U	4726	NR 45 deg	DROP-unk	RICR	chemical	1	1	RICR			
N2U	4727	NR 45 deg	DROP-unk	RICL	chemical	1	1	RICL			
N2U	4728	NR 45 deg	DROP-unk	RICR	chemical	1	1	RICR			
N2U	4729	NR 45 deg	RIAR	AVAR,RIBR	chemical	1	2	AVAR	RIBR		
N2U	4731	NR 45 deg	ADAR	AVAR,AVBR,ASHR	chemical	1	3	AVAR	AVBR	ASHR	
N2U	4732	NR 45 deg	ASHR	ADAR,AVBR	chemical	1	2	ADAR	AVBR		
N2U	4741	NR 45 deg	ADLR	AVDL	chemical	1	1	AVDL			
N2U	4742	NR 45 deg	ADAR	AVAR,AVBR	chemical	1	2	AVAR	AVBR		
N2U	4743	NR 45 deg	ADAR	AVBR,AVJL	chemical	1	2	AVBR	AVJL		
N2U	4745	NR 45 deg	BAGL	RIGR	chemical	1	1	RIGR			
N2U	4746	NR 45 deg	BAGL	RIGR	chemical	1	1	RIGR			
N2U	4747	NR 45 deg	BAGL	RIAR	chemical	1	1	RIAR			
N2U	4754	NR 45 deg	OLQVL	AVDR,AVAL	chemical	1	2	AVDR	AVAL		
N2U	4755	NR 45 deg	ADAL	RICL	chemical	1	1	RICL			
N2U	4756	NR 45 deg	ADAL	RICL	chemical	1	1	RICL			
N2U	4789	NR 45 deg	OLLL	RMDDL,CEPVL	chemical	1	2	RMDDL	CEPVL		
N2U	4809	NR 45 deg	ALML	BDUL	chemical	1	1	BDUL			
N2U	4831	NR 45 deg	OLLR	RIBR,RMER	chemical	1	2	RIBR	RMER		
N2U	4834	NR 45 deg	OLLR	AVEL	chemical	1	1	AVEL			
N2U	4837	NR 45 deg	OLLR	CEPDR,AVEL	chemical	1	2	CEPDR	AVEL		
N2U	4841	NR 45 deg	OLLR	RMDVR	chemical	1	1	RMDVR			
N2U	4842	NR 45 deg	IL1R	OLLR	chemical	1	1	OLLR			
N2U	4843	NR 45 deg	IL1DR	IL1R,OLLR	chemical	1	2	IL1R	OLLR		
N2U	4845	NR 45 deg	OLLR	IL2R	chemical	1	1	IL2R			
N2U	4846	NR 45 deg	ADLR	AVDL,AVAR	chemical	1	2	AVDL	AVAR		
N2U	4847	NR 45 deg	OLLR	AVEL,RIBR	chemical	1	2	AVEL	RIBR		
N2U	4848	NR 45 deg	OLLR	AVEL,RIBR	chemical	1	2	AVEL	RIBR		
N2U	4849	NR 45 deg	RIS	RIBR,AVEL,CEPVR	chemical	1	3	RIBR	AVEL	CEPVR	
N2U	4850	NR 45 deg	ASHR	AVAR,AVBR	chemical	1	2	AVAR	AVBR		
N2U	4851	NR 45 deg	OLLR	RMDDR,CEPVR	chemical	1	2	RMDDR	CEPVR		
N2U	4852	NR 45 deg	RIR	ASHR,ADAR,RMGR	chemical	1	3	ASHR	ADAR	RMGR	
N2U	4854	NR 45 deg	RMGR	ADAR	chemical	1	1	ADAR			
N2U	4855	NR 45 deg	RIS	AVEL,CEPVR	chemical	1	2	AVEL	CEPVR		
N2U	4860	NR 45 deg	URYVR	RMDDR,AVEL	chemical	1	2	RMDDR	AVEL		
N2U	4862	NR 45 deg	URYVR	CEPVR,AVEL	chemical	1	2	CEPVR	AVEL		
N2U	4865	NR 45 deg	URXL	URXL,ADAL	chemical	1	2	URXL	ADAL		
N2U	4869	NR 45 deg	RMED	RIBR,RIBL,SMDDL	chemical	1	3	RIBR	RIBL	SMDDL	
N2U	4870	NR 45 deg	OLLL	SMDDL,RIBL	chemical	1	2	SMDDL	RIBL		
N2U	4889	NR 45 deg	IL1VR	RMDDR,vBWMR4	chemical	1	2	RMDDR	vBWMR4		
N2U	4890	NR 45 deg	IL1VR	vBWMR4,RMDDR	chemical	1	2	vBWMR4	RMDDR		
N2U	4891	NR 45 deg	IL1VR	RMDDR,vBWMR4	chemical	1	2	RMDDR	vBWMR4		
N2U	4892	NR 45 deg	URYVL	AVDR,AVJR	chemical	1	2	AVDR	AVJR		
N2U	4898	NR 45 deg	CEPDR	RICR	chemical	1	1	RICR			
N2U	4902	NR 45 deg	RICL	CEPVL	chemical	1	1	CEPVL			
N2U	4905	NR 45 deg	SMBVR	AVHL	chemical	1	1	AVHL			
N2U	4906	NR 45 deg	PVPR	PVCL,AVBR	chemical	1	2	PVCL	AVBR		
N2U	4907	NR 45 deg	ASER	AIAL	chemical	1	1	AIAL			
