contin Number	EM series	Location	pre	post   	type    	sections   	partner Number	post1     	post2   	post3 	post4   
8281	N2Y		vBWMR23	ailR	electrical	2	1	ailR			
8280	N930	Not NR	[ASGR]	[AIAR]	chemical	2	1	[AIAR]			
8277	N2Y		ailR	ailR	electrical	2	1	ailR			
8273	N930	NR 45 deg	[CEPDR]	AVEL,[RIBR]	chemical	2	2	AVEL	[RIBR]		
8271	N2Y		dglR3	ailR	electrical	2	1	ailR			
8271	N930	Not NR	[AVJL]	[MCML],ALML	chemical	2	2	[MCML]	ALML		
8267	N2Y		dglR3	ailR	electrical	2	1	ailR			
8266	N2Y		R9AL	R5AL	electrical	2	1	R5AL			
8263	N930	NR 45 deg	OLLR	AVEL,[CEPDR]	chemical	2	2	AVEL	[CEPDR]		
8262	N2Y		unk3069[CAn]	AVKR	electrical	2	1	AVKR			
8259	N930	Not NR	SMBVR	SAADR	chemical	2	1	SAADR			
8256	N2Y		unk807[RnBR]	R9AL	electrical	2	1	R9AL			
8247	N2Y		R4AL	R1AL	electrical	2	1	R1AL			
8239	N2Y		R5BL	R2AL	electrical	2	1	R2AL			
8239	N930	NR 45 deg	obj	IL2L	electrical	2	1	IL2L			
8238	N930	Not NR	AVEL	AVAL	electrical	2	1	AVAL			
8237	N930	Not NR	AVEL	AVAL	electrical	2	1	AVAL			
8232	N930	NR in plane	[AUAL]	AVEL	chemical	2	1	AVEL			
8231	N2Y		hyp	R1shL	electrical	2	1	R1shL			
8229	N930	NR in plane	DVA	AVEL	chemical	2	1	AVEL			
8226	N2Y		unk2581[EFn]	R3BR	electrical	2	1	R3BR			
8225	N930	NR in plane	DVA	NRL,AVEL	chemical	2	2	NRL	AVEL		
8219	N930	Not NR	AIZR	SMBDR,RIAR	chemical	2	2	SMBDR	RIAR		
8218	N2Y		EF3	DD06	electrical	2	1	DD06			
8217	N2Y		VD13	VD12	electrical	2	1	VD12			
8216	N930	Not NR	[MCML]	RICL,SMBVL,SIAVL	chemical	2	3	RICL	SMBVL	SIAVL	
8215	N930	Not NR	[AIYL]	RIAL,AIZR,RIAR	chemical	2	3	RIAL	AIZR	RIAR	
8213	N930	Not NR	ALML	PVCL	chemical	2	1	PVCL			
8206	N930	Not NR	RIAL	RIBL,[AUAL]	chemical	2	2	RIBL	[AUAL]		
8202	N930	Not NR	ADFL	RIAL,[AUAL]	chemical	2	2	RIAL	[AUAL]		
8182	N2Y		VD12	VD11	electrical	2	1	VD11			
8167	N2Y		CP09	AVKR	electrical	2	1	AVKR			
8162	N930	Not NR	[DVA]	[AVBR]	electrical	2	1	[AVBR]			
8156	N2Y		HOA	CA07	electrical	2	1	CA07			
8154	N2Y		CA09	CA08	electrical	2	1	CA08			
8154	N930	Not NR	[RIGL]	AIBR	electrical	2	1	AIBR			
8141	N2Y		EF3	DVC	electrical	2	1	DVC			
8137	N930	Not NR	VGfrag40	[FLPR],AVER	chemical	2	2	[FLPR]	AVER		
8128	N930	Not NR	VGfrag	PVCL,[AVBL]	chemical	2	2	PVCL	[AVBL]		
8127	N2Y		DVC	DVB	electrical	2	1	DVB			
8126	N2Y		[CP01]	DVC	electrical	2	1	DVC			
8124	N930	Not NR	[RIFR]	[MCMR],[AVBR]	chemical	2	2	[MCMR]	[AVBR]	[MCMR]	
8123	N930	Not NR	[MCMR]	[AQR],[AVBR]	chemical	2	2	[AQR]	[AVBR]		
8118	N930	Not NR	PVS	[AVBR],[RIFR],[MCMR]	chemical	2	3	[AVBR]	[RIFR]	[MCMR]	
8117	N2Y		DVB	DVB	electrical	2	1	DVB			
8117	N930	Not NR	[RIFR]	[AVBR],[MCMR]	chemical	2	2	[AVBR]	[MCMR]		
8114	N930	Not NR	[RIMR]	[AVBR],[RIFR]	chemical	2	2	[AVBR]	[RIFR]		
8113	N2Y		DVF	DVB	electrical	2	1	DVB			
8108	N930	Not NR	[RIMR]	[AVBR],[RIFR]	chemical	2	2	[AVBR]	[RIFR]		
8105	N930	Not NR	AVM	[AVDR],[AVBR]	chemical	2	2	[AVDR]	[AVBR]		
8104	N930	Not NR	[PVT]	[RIGR],[RIGL]	chemical	2	2	[RIGR]	[RIGL]		
8102	N930	NR 45 deg	NR32	[AVBL],light	chemical	2	2	[AVBL]	light		
8101	N930	NR 45 deg	NR32	[AVBL]	chemical	2	1	[AVBL]			
8099	N2Y		PVU	PDA	electrical	2	1	PDA			
8094	N2Y		PVU	PDA	electrical	2	1	PDA			
8093	N2Y		PVU	PVS	electrical	2	1	PVS			
8089	N2Y		VD13	PVU	electrical	2	1	PVU			
8088	N2Y		PVU	PVS	electrical	2	1	PVS			
8085	N2Y		PVU	PVS	electrical	2	1	PVS			
8081	N930	NR 45 deg	NRfrag	URXR,SMBDL	chemical	2	2	URXR	SMBDL		
8080	N2Y		PVU	PVS	electrical	2	1	PVS			
8080	N930	NR 45 deg	SMBDL	mus-DR	chemical	2	1	mus-DR			
8079	N930	NR 45 deg	SMBDL	mus-DR,CEPDR	chemical	2	2	mus-DR	CEPDR		
8077	N2Y		PVU	PQR	electrical	2	1	PQR			
8077	N930	NR 45 deg	SMBDL	mus-DR	chemical	2	1	mus-DR			
8073	N2Y		PVU	PVT	electrical	2	1	PVT			
8073	N930	NR 45 deg	SMBDL	mus-DR	chemical	2	1	mus-DR			
8070	N2Y		PVU	PQR	electrical	2	1	PQR			
8066	N2Y		VD13	PVU	electrical	2	1	PVU			
8065	N930	Not NR	RIH	AIZR,RIAR	chemical	2	2	AIZR	RIAR		
8060	N930	Not NR	AVHL	[DVA],VGLfrag	chemical	2	2	[DVA]	VGLfrag		
8059	N930	Not NR	AIZR	SMBVR,RIAR	chemical	2	2	SMBVR	RIAR		
8044	N2Y		PVU	AVG	electrical	2	1	AVG			
8039	N2Y		VB08	DB07	electrical	2	1	DB07			
8039	N930	Not NR	[MCMR]	[EF3],[AVBR]	chemical	2	2	[EF3]	[AVBR]		
8038	N2Y		VB11	VB07	electrical	2	1	VB07			
8033	N930	Not NR	AIZR	AVEL,[AVKR]	chemical	2	2	AVEL	[AVKR]		
8032	N930	Not NR	[MCMR]	[RIFR],[AVBR]	chemical	2	2	[RIFR]	[AVBR]		
8021	N2Y		DVA	AVFL	electrical	2	1	AN3a			
8000	N2Y		PVS	DVC	electrical	2	1	DVC			
7998	N2Y		PVS	DVC	electrical	2	1	DVC			
7980	N930	Not NR	VGR[PVCL]	AVDL	electrical	2	1	AVDL			
7977	N2Y		PVT	PQR	electrical	2	1	PQR			
7968	N2Y		unk18697	HOA	electrical	2	1	HOA			
7965	N2Y		VB06	AVAL	electrical	2	1	AVAL			
7965	N930	Not NR	[AVFL]	[ASKL]	electrical	2	1	[ASKL]			
7964	N2Y		VB06	AVAL	electrical	2	1	AVAL			
7961	N2Y		VB11	VB10	electrical	2	1	VB10			
7960	N930	Not NR	VGmid	VGfrag	electrical	2	1	VGfrag			
7958	N2Y		VB10	VB09	electrical	2	1	VB09			
7958	N930	Not NR	[PVU]	RMHL	electrical	2	1	RMHL			
7956	N930	Not NR	VGfrag4	VGR[PVCL],VGfrag4	electrical	2	2	VGR[PVCL]	VGfrag4		
7949	N930	Not NR	neuron?	VGmid2	electrical	2	1	VGmid2			
7946	N2Y		unk4525	CA06	electrical	2	1	CA06			
7944	N930	NR 45 deg	[RIMR]	AVAL	electrical	2	1	AVAL			
7943	N930	Not NR	SMBVL	SAAVR	electrical	2	1	SAAVR			
7937	N930	Not NR	NR72	ADFR	electrical	2	1	ADFR			
7933	N2Y		CA06	CA05	electrical	2	1	CA05			
7931	N2Y		CA06	CA05	electrical	2	1	CA05			
7930	N2Y		CA06	CA05	electrical	2	1	CA05			
7929	N2Y		[CP03]	[CP02]	electrical	2	1	[CP02]			
7929	N930	Not NR	[AIMR]	AIBR,[AIAR],[ASGR]	chemical	2	3	AIBR	[AIAR]	[ASGR]	
7928	N2Y		[CP03]	[CP02]	electrical	2	1	[CP02]			
7921	N2Y		CA06	CA05	electrical	2	1	CA05			
7919	N2Y		PCCR	CA06	electrical	2	1	CA06			
7919	N930	Not NR	contin3283	AIBR,AVER	chemical	2	2	AIBR	AVER		
7918	N2Y		CA06	CA05	electrical	2	1	CA05			
7914	N930	Not NR	[PVN_2]	VGR[PVCL],[PVCR]	chemical	2	2	VGR[PVCL]	[PVCR]		
7913	N930	Not NR	ALMR	[PVN_]	chemical	2	1	[PVN_]			
7911	N930	Not NR	AVM	[BDUR],[PVN_]	chemical	2	2	[BDUR]	[PVN_]		
7909	N930	Not NR	ALMR	[PVN_]	chemical	2	1	[PVN_]			
7908	N2Y		[CP03]	CA06	electrical	2	1	CA06			
7905	N930	Not NR	[PVCR]	[AVBL],AVDL	chemical	2	2	[AVBL]	AVDL		
7903	N2Y		CA06	CA05	electrical	2	1	CA05			
7900	N2Y		CA06	CA05	electrical	2	1	CA05			
7899	N930	Not NR	[DVC]	[RIGR],AVAL	chemical	2	2	[RIGR]	AVAL		
7896	N2Y		CA06	CA05	electrical	2	1	CA05			
7893	N2Y		[CP02]	CA06	electrical	2	1	CA06			
7892	N2Y		[CP01]	PDB	electrical	2	1	PDB			
7891	N2Y		[CP01]	HOA	electrical	2	1	HOA			
7890	N2Y		[CP02]	[CP01]	electrical	2	1	[CP01]			
7889	N2Y		[CP02]	[CP01]	electrical	2	1	[CP01]			
7888	N2Y		[CP02]	[CP01]	electrical	2	1	[CP01]			
7885	N930	NR 45 deg	SMDVR	NRV,mus-V	chemical	2	2	NRV	mus-V		
7879	N930	Not NR	[mus-vr]	obj,[mus-vr]	chemical	2	2	obj	[mus-vr]		
7878	N2Y		[CP01]	CP06	electrical	2	1	CP06			
7877	N930	Not NR	[ADEL]	RIH,[ADER]	chemical	2	2	RIH	[ADER]		
7875	N2Y		VA12	AVAL	electrical	2	1	AVAL			
7868	N2Y		R3AL	AVAL	electrical	2	1	AVAL			
7867	N2Y		DA09	AVAL	electrical	2	1	AVAL			
7866	N2Y		DA09	AVAL	electrical	2	1	AVAL			
7861	N930	Not NR	AVM	VGfrag,contin10626	chemical	2	2	VGfrag	contin10626		
7860	N930	Not NR	contin10626	[AVJL],[RIML]	chemical	2	2	[AVJL]	[RIML]		
7859	N2Y		DA07	AVAL	electrical	2	1	AVAL			
7859	N930	Not NR	[MCML]	AVHL,contin10626	chemical	2	2	AVHL	contin10626		
7857	N2Y		DB07	AVAL	electrical	2	1	AVAL			
7856	N930	Not NR	AIZR	RIAR	chemical	2	1	RIAR			
7849	N930	Not NR	AIZR	AVEL,[AIBL]	chemical	2	2	AVEL	[AIBL]		
7848	N930	Not NR	AIZR	AVEL,[AIBL]	chemical	2	2	AVEL	[AIBL]		
7846	N930	Not NR	vc-963	AVHL,contin10626	chemical	2	2	AVHL	contin10626		
7844	N930	Not NR	ADFR	AIZR,[ASGR]	chemical	2	2	AIZR	[ASGR]		
7836	N2Y		PDA	DVA	electrical	2	1	DVA			
7834	N930	Not NR	[AIBL]	SMDDR,[RIMR]	chemical	2	2	SMDDR	[RIMR]		
7829	N2Y		PVZ	DX3	electrical	2	1	DX3			
7828	N2Y		PVZ	DX3	electrical	2	1	DX3			
7825	N2Y		DVF	DVE,DVB	electrical	2	2	DVE	DVB		
7824	N930	NR 45 deg	[RIMR]	[AVBL]	chemical	2	1	[AVBL]			
7823	N930	NR 45 deg	[AIBL]	[RIMR]	chemical	2	1	[RIMR]			
7822	N2Y		PDA	DVE	electrical	2	1	DVE			
7820	N2Y		EF1	DVE	electrical	2	1	DVE			
7820	N930	NR 45 deg	[AIBL]	RIBR	chemical	2	1	RIBR			
7819	N930	NR 45 deg	[AIBL]	[AVBL],RIBR	chemical	2	2	[AVBL]	RIBR		
7818	N930	NR 45 deg	NRR	[AVBL]	chemical	2	1	[AVBL]			
7817	N2Y		DVF	DVC	electrical	2	1	DVC			
7814	N2Y		HOB	DVF	electrical	2	1	DVF			
7810	N930	Not NR	[AWCL]	[ASEL],[AIYL]	chemical	2	2	[ASEL]	[AIYL]		
7809	N930	Not NR	[DVC]	[AIBL],AVAL	chemical	2	2	[AIBL]	AVAL		
7807	N930	Not NR	VGR[PVCL]	[RIFR],AVM	chemical	2	2	[RIFR]	AVM		
7805	N2Y		DVF	DVC	electrical	2	1	DVC			
7805	N930	Not NR	RIFL	[RIML],[AVBL]	chemical	2	2	[RIML]	[AVBL]		
7801	N930	Not NR	VGfrag4	SMBVR,[AVBR],vc-right-31	chemical	2	3	SMBVR	[AVBR]	vc-right-31	
7797	N2Y		PVNR	EF3	electrical	2	1	EF3			
7791	N2Y		PVNR	EF2	electrical	2	1	EF2			
7788	N2Y		PVNR	EF1	electrical	2	1	EF1			
7787	N930	Not NR	[PVU]	AVAR,[AVKR]	chemical	2	2	AVAR	[AVKR]		
7784	N930	Not NR	[PVN_]	[PVN_2],AVM,[BDUR]	chemical	2	3	[PVN_2]	AVM	[BDUR]	
7779	N2Y		R9BR	R9BL	electrical	2	1	R9BL			
7778	N2Y		R9BR	R9BL	electrical	2	1	R9BL			
7772	N2Y		PVCR	PVCL	electrical	2	1	PVCL			
7770	N930	Not NR	RIVL	SMDDR,SAADR	chemical	2	2	SMDDR	SAADR		
7769	N2Y		PVCR	DVA	electrical	2	1	DVA			
7769	N930	Not NR	[RIML]	SMDDL,AIBR	chemical	2	2	SMDDL	AIBR		
7766	N930	Not NR	[AIBL]	SMDDR,[RIMR]	chemical	2	2	SMDDR	[RIMR]		
7764	N2Y		PVCR	AVFL	electrical	2	1	AN3a			
7759	N930	Not NR	[AUAR]	RIBR,RIAR	chemical	2	2	RIBR	RIAR		
7757	N2Y		PVCR	AVG	electrical	2	1	AVG			
7751	N2Y		PVQR	PVQL	electrical	2	1	PVQL			
7735	N2Y		PVQR	DVB	electrical	2	1	DVB			
7731	N2Y		PVQR	DVF	electrical	2	1	DVF			
7720	N2Y		PVQR	CA06	electrical	2	1	CA06			
7719	N2Y		R2AR	PVQR	electrical	2	1	PVQR			
7716	N2Y		PVQR	PVQL	electrical	2	1	PVQL			
7715	N2Y		PVQR	PVQL	electrical	2	1	PVQL			
7690	N2Y		PVQR	PHAR	electrical	2	1	PHAR			
7688	N2Y		PVQR	PHAR	electrical	2	1	PHAR			
7684	N2Y		PVQR	PHAR	electrical	2	1	PHAR			
7679	N2Y		PHBR	PHBL	electrical	2	1	PHBL			
7668	N2Y		PHBR	EF2	electrical	2	1	EF2			
7667	N2Y		PHBR	EF2	electrical	2	1	EF2			
7658	N2Y		PHBR	PHAR	electrical	2	1	PHAR			
7655	N2Y		PHAR	AVG	electrical	2	1	AVG			
7654	N2Y		PHBR	PHAR	electrical	2	1	PHAR			
7651	N2Y		PHAR	EF2	electrical	2	1	EF2			
7649	N2Y		PHAR	AVFL	electrical	2	1	AN3a			
7647	N2Y		PVQR	PHAR	electrical	2	1	PHAR			
7625	N2Y		PCCR	PCCL	electrical	2	1	PCCL			
7617	N2Y		[CP04]	PCCR	electrical	2	1	PCCR			
7607	N2Y		PCBR	HOB	electrical	2	1	HOB			
7605	N2Y		PCCR	CP06	electrical	2	1	CP06			
7604	N2Y		PCBR	CP09	electrical	2	1	CP09			
7601	N2Y		PCCR	PCCL	electrical	2	1	PCCL			
7581	N2Y		PCAR	PCAL	electrical	2	1	PCAL			
7574	N2Y		PCBL	HOB	electrical	2	1	HOB			
7571	N2Y		PCCR	PCCL	electrical	2	1	PCCL			
7570	N2Y		PCBL	HOB	electrical	2	1	HOB			
7563	N2Y		PCBL	HOB	electrical	2	1	HOB			
7558	N2Y		PCBL	HOB	electrical	2	1	HOB			
7556	N930	Not NR	VGfrag4	AIZR	electrical	2	1	AIZR			
7554	N2Y		SPDL	PCBL	electrical	2	1	PCBL			
7553	N2Y		SPCL	PCCL	electrical	2	1	PCCL			
7550	N930	Not NR	[AVBL]	RIBL	electrical	2	1	RIBL			
7548	N2Y		SPCL	HOB	electrical	2	1	HOB			
7540	N2Y		PCBL	HOB	electrical	2	1	HOB			
7538	N2Y		PCBL	AVG	electrical	2	1	AVG			
7536	N2Y		PCAL	HOA	electrical	2	1	HOA			
7535	N2Y		PCAL	HOA	electrical	2	1	HOA			
7533	N2Y		HOB	HOA	electrical	2	1	HOA			
7532	N930	Not NR	[ADEL]	vc-left-14,contin7282	chemical	2	2	vc-left-14	contin7282		
7530	N2Y		PVY	EF3	electrical	2	1	EF3			
7515	N930	Not NR	AIZR	RIAR	chemical	2	1	RIAR			
7513	N2Y		PCAR	HOA	electrical	2	1	HOA			
7513	N930	Not NR	RIH	RIAR,AIYR	chemical	2	2	RIAR	AIYR		
7511	N2Y		R2AR	EF3	electrical	2	1	EF3			
7511	N930	Not NR	AIZR	RIAR	chemical	2	1	RIAR			
7511	N930	Not NR	AIZR	RIAR	chemical	2	1	RIAR			
7510	N2Y		R2AL	EF3	electrical	2	1	EF3			
7502	N930	NR 45 deg	IL1L	mus-NRL,RMDDL	chemical	2	2	mus-NRL	RMDDL		
7498	N930	NR 45 deg	IL2VR	RIPR,URAVR,RMEL	chemical	2	3	RIPR	URAVR	RMEL	
7495	N2Y		HOB	DVF	electrical	2	1	DVF			
7489	N2Y		HOB	HOA	electrical	2	1	HOA			
7489	N930	NR 45 deg	RMDR	RIAR,RMDDL	chemical	2	2	RIAR	RMDDL		
7485	N930	NR 45 deg	IL2VL	RMEL,IL1VL	chemical	2	2	RMEL	IL1VL		
7478	N2Y		PVX	EF2	electrical	2	1	EF2			
7476	N930	NR 45 deg	OLLL	NRV,RMDDL	chemical	2	2	NRV	RMDDL		
7475	N930	NR 45 deg	NRV	AVER,NRL,RIBL	chemical	2	3	AVER	NRL	RIBL	
7474	N2Y		PVX	PCBR	electrical	2	1	PCBR			
7470	N930	NR 45 deg	NRL	AVER,RMDDL	chemical	2	2	AVER	RMDDL		
7464	N2Y		SPDR	SPDL	electrical	2	1	SPDL			
7464	N930	NR 45 deg	OLQVL	IL2VL,IL1VL	chemical	2	2	IL2VL	IL1VL		
7460	N930	NR 45 deg	RIBL	AVER,NRL	chemical	2	2	AVER	NRL		
7459	N930	NR 45 deg	NRL	AVER,RMDDL	chemical	2	2	AVER	RMDDL		
7458	N930	NR 45 deg	NRL	RIBL,AVER	chemical	2	2	RIBL	AVER		
7456	N930	NR 45 deg	NRL	IL1VL,RMDDL	chemical	2	2	IL1VL	RMDDL		
7455	N2Y		PVNR	EF2	electrical	2	1	EF2			
7452	N2Y		[CP04]	EF2	electrical	2	1	EF2			
7452	N930	NR 45 deg	RIAL	RMDVR,RMDDL	chemical	2	2	RMDVR	RMDDL		
7451	N930	NR 45 deg	RIAL	RMDVR	chemical	2	1	RMDVR			
7445	N2Y		[CP04]	CA05	electrical	2	1	CA05			
7444	N930	NR 45 deg	RIAL	RMDVR,RMDDL	chemical	2	2	RMDVR	RMDDL		
7443	N2Y		[CP04]	[CP01]	electrical	2	1	[CP01]			
7442	N2Y		[CP04]	[CP01]	electrical	2	1	[CP01]			
7441	N930	NR 45 deg	RIAL	RMDVR	chemical	2	1	RMDVR			
7435	N930	NR 45 deg	NRL	RMDVR,RMDDL	chemical	2	2	RMDVR	RMDDL		
7434	N930	NR 45 deg	OLLL	RMDDL,IL1VL	chemical	2	2	RMDDL	IL1VL		
7432	N2Y		[CP04]	EF1	electrical	2	1	EF1			
7429	N2Y		PVZ	CA06	electrical	2	1	CA06			
7428	N2Y		PVZ	CA06	electrical	2	1	CA06			
7419	N930	NR 45 deg	[PVT]	SAADR,[RIGR]	chemical	2	2	SAADR	[RIGR]		
7418	N930	Not NR	RIVL	mus-V	chemical	2	1	mus-V	mus-V		
7415	N2Y		PVZ	CA05	electrical	2	1	CA05			
7413	N2Y		PVZ	CA05	electrical	2	1	CA05			
7411	N2Y		PVZ	CA06	electrical	2	1	CA06			
7411	N930	Not NR	SMBVR	SAADR,[PLNR]	chemical	2	2	SAADR	[PLNR]		
7410	N2Y		SPDR	SPDL	electrical	2	1	SPDL			
7407	N2Y		PVZ	EF2	electrical	2	1	EF2			
7405	N930	Not NR	SMBVL	SAADL	chemical	2	1	SAADL			
7397	N2Y		SPVR	SPDL	electrical	2	1	SPDL			
7397	N930	NR 45 deg	ABRP-2	NRfrag,AVAL	chemical	2	2	NRfrag	AVAL		
7396	N930	NR 45 deg	ABRP-2	AVAL,[RIMR]	chemical	2	2	AVAL	[RIMR]		
7395	N2Y		SPDR	SPDL	electrical	2	1	SPDL			
7390	N930	NR 45 deg	[PVT]	RMFR,[RIGR]	chemical	2	2	RMFR	[RIGR]		
7389	N930	Not NR	AWAL	[AIZL]	chemical	2	1	[AIZL]			
7385	N2Y		R6AR	EF1	electrical	2	1	EF1			
7382	N930	Not NR	contin6581	[ASGR],[AIAR]	chemical	2	2	[ASGR]	[AIAR]		
7380	N930	Not NR	AIZR	[AIAR],ADFR	chemical	2	2	[AIAR]	ADFR		
7378	N2Y		PVY	EF3	electrical	2	1	EF3			
7378	N930	Not NR	[AIZL]	AWAL,AIAL	chemical	2	2	AWAL	AIAL		
7372	N930	NR 45 deg	NRfrag	URXR,RMFR	chemical	2	2	URXR	RMFR		
7371	N2Y		PVY	PVNL	electrical	2	1	PVNL			
7365	N2Y		DVF	DVC	electrical	2	1	DVC			
7364	N930	Not NR	contin7282	vc-left-14,AVAR	chemical	2	2	vc-left-14	AVAR		
7362	N2Y		PVY	PVNL	electrical	2	1	PVNL			
7361	N2Y		PVY	PVNL	electrical	2	1	PVNL			
7359	N2Y		PVZ	PDB	electrical	2	1	PDB			
7359	N930	Not NR	RIAL	SMDVR	chemical	2	1	SMDVR			
7357	N930	Not NR	RIVL	SAADR	chemical	2	1	SAADR			
7351	N2Y		PDB	HOA	electrical	2	1	HOA			
7351	N930	Not NR	SMBVL	SAADL	chemical	2	1	SAADL			
7348	N2Y		PDC	PDB	electrical	2	1	PDB			
7347	N930	Not NR	CEPVR	[RICL]	chemical	2	1	[RICL]			
7345	N930	Not NR	RIR	[AIZL]	chemical	2	1	[AIZL]			
7344	N930	Not NR	RIR	RIAL,[AIZL]	chemical	2	2	RIAL	[AIZL]		
7342	N2Y		PDC	PDB	electrical	2	1	PDB			
7342	N930	Not NR	vc-6097	contin6779,RVGCB10	chemical	2	2	contin6779	RVGCB10		
7340	N2Y		PHBR	PDB	electrical	2	1	PDB			
7339	N2Y		PVQR	PDB	electrical	2	1	PDB			
7333	N2Y		[AVL]	PDB	electrical	2	1	PDB			
7327	N2Y		R8AL	HOA	electrical	2	1	HOA			
7326	N2Y		PDB	PDA	electrical	2	1	PDA			
7323	N2Y		PDB	PDA	electrical	2	1	PDA			
7318	N2Y		R8AL	PHCL	electrical	2	1	PHCL			
7308	N2Y		PDB	EF2	electrical	2	1	EF2			
7296	N2Y		PVNR	AVBL	electrical	2	1	AVBL			
7292	N2Y		PVNR	AVBR	electrical	2	1	AVBR			
7291	N2Y		PVNR	AVBR	electrical	2	1	AVBR			
7288	N2Y		PVQR	AVG	electrical	2	1	AVG			
7281	N2Y		PHAR	PHAL	electrical	2	1	PHAL			
7281	N930	Not NR	contin7106	PLNL	electrical	2	1	PLNL			
7279	N2Y		PVV	PHAL	electrical	2	1	PHAL			
7279	N930	Not NR	SMBDL	SIBDL	electrical	2	1	SIBDL			
7277	N2Y		PHAL	PDB	electrical	2	1	PDB			
7274	N2Y		AVG	AVBL	electrical	2	1	AVBL			
7272	N2Y		R5BR	PHAL	electrical	2	1	PHAL			
7268	N2Y		AVG	AVBL	electrical	2	1	AVBL			
7256	N2Y		PVCL	PHAL	electrical	2	1	PHAL			
7244	N930	NR 45 deg	RIAL	RMDVL,[SIAVR]	chemical	2	2	RMDVL	[SIAVR]		
7243	N2Y		DA07	AVAR	electrical	2	1	AVAR			
7240	N2Y		VA12	AVAR	electrical	2	1	AVAR			
7238	N2Y		AVAR	AVAL	electrical	2	1	AVAL			
7238	N930	Not NR	FLPL	AVEL,contin6777	chemical	2	2	AVEL	contin6777		
7237	N2Y		PVCR	AVAR	electrical	2	1	AVAR			
7226	N2Y		CP09	CA09	electrical	2	1	CA09			
7226	N930	NR 45 deg	IL1VR	mus-VR	chemical	2	1	mus-VR			
7224	N2Y		CP08	CA09	electrical	2	1	CA09			
7224	N930	NR 45 deg	CEPVR	AVEL,OLLR	chemical	2	2	AVEL	OLLR		
7220	N2Y		CA09	AS10	electrical	2	1	AS10			
7219	N930	Not NR	contin7197	mus-vr	chemical	2	1	mus-vr			
7218	N930	Not NR	[RIFR]	[AVBL],vc-right-10	chemical	2	2	[AVBL]	vc-right-10		
7216	N2Y		R9AL	LUAL	electrical	2	1	LUAL			
7215	N930	Not NR	FLPL	contin6777,AVDL	chemical	2	2	contin6777	AVDL		
7214	N930	Not NR	FLPL	AVEL,[PVR]	chemical	2	2	AVEL	[PVR]		
7211	N930	NR 45 deg	CEPVR	[RICR]	chemical	2	1	[RICR]			
7208	N930	NR 45 deg	CEPVR	IL1VR,OLQVR	chemical	2	2	IL1VR	OLQVR		
7206	N930	Not NR	IL2VR	IL1VR,RIPR	chemical	2	2	IL1VR	RIPR		
7202	N2Y		[CA04]	R4AR	electrical	2	1	R4AR			
7199	N2Y		[CA04]	PVV	electrical	2	1	PVV			
7196	N2Y		[CA04]	PVV	electrical	2	1	PVV			
7192	N2Y		AVG	AVFL	electrical	2	1	AN3a			
7177	N2Y		R1BR	AVFL	electrical	2	1	AN3a			
7175	N2Y		unknown100	R9BL	electrical	2	1	R9BL			
7171	N2Y		R7AR	CP07	electrical	2	1	CP07			
7169	N2Y		CP07	AS11	electrical	2	1	AS11			
7167	N930	Not NR	VGfrag6	VC80	electrical	2	1	VC80			
7166	N2Y		R7AR	CP07	electrical	2	1	CP07			
7164	N2Y		PVV	CP07	electrical	2	1	CP07			
7162	N2Y		PHDR	PHDL	electrical	2	1	PHSONL			
7161	N930	Not NR	[ASJR]	vc-right-31,[AVBL],[RIFR]	chemical	2	3	vc-right-31	[AVBL]	[RIFR]	
7156	N2Y		R8AR	R8AL	electrical	2	1	R8AL			
7154	N2Y		EF3	CP07	electrical	2	1	CP07			
7154	N930	Not NR	contin6777	AVDL	chemical	2	1	AVDL			
7153	N930	Not NR	FLPL	AVDL,[AVBL]	chemical	2	2	AVDL	[AVBL]		
7152	N930	Not NR	RID	hyp	chemical	2	1	hyp			
7149	N2Y		R2AL	EF2	electrical	2	1	EF2			
7149	N930	Not NR	RIAL	[SIAVR],RIVL	chemical	2	2	[SIAVR]	RIVL		
7146	N930	Not NR	vc-right-31	[AVBL],VGmid	chemical	2	2	[AVBL]	VGmid		
7145	N930	Not NR	vc-6097	RVGCB10	chemical	2	1	RVGCB10			
7141	N2Y		SPVL	CA05	electrical	2	1	CA05			
7141	N930	Not NR	[PVQL]	contin10626	chemical	2	1	contin10626			
7140	N2Y		SPVR	CA05	electrical	2	1	CA05			
7138	N930	Not NR	[PVQL]	vc-left-unk-2	chemical	2	1	vc-left-unk-2			
7136	N2Y		SPVL	CA05	electrical	2	1	CA05			
7132	N2Y		SPVR	R8AL	electrical	2	1	R8AL			
7130	N2Y		SPVR	SPDR	electrical	2	1	SPDR			
7129	N2Y		SPVL	CA05	electrical	2	1	CA05			
7126	N2Y		SPVR	DD06	electrical	2	1	DD06			
7125	N2Y		SPVR	SPVL	electrical	2	1	SPVL			
7123	N2Y		SPVL	PVS	electrical	2	1	PVS			
7122	N2Y		SPVR	SPVL	electrical	2	1	SPVL			
7112	N2Y		SPVL	CA07	electrical	2	1	CA07			
7109	N2Y		SPVL	PVT	electrical	2	1	PVT			
7094	N930	Not NR	vc-right-40	vc-right-10	electrical	2	1	vc-right-10			
7090	N930	NR 45 deg	RMDDR	OLQVR	electrical	2	1	OLQVR			
7087	N2Y		SPVL	PVU	electrical	2	1	PVU			
7083	N2Y		SPVR	SPVL	electrical	2	1	SPVL			
