vBWML,BWM,7317,1901,1903
vBWML,BWM,7318,1990,1991
vBWML,BWM,7320,1920,1921
vBWML,BWM,7331,1886,1890
vBWML,BWM,7339,1894,1898
vBWML,BWM,7107,2271,2272
vBWML,BWM,7116,2292,2293
vBWML,BWM,7117,2299,2300
vBWML,BWM,7120,2288,2289
vBWML,BWM,7121,2316,2317
vBWML,BWM,7183,2308,2309
vBWML,BWM,7218,2225,2229
vBWML,BWM,7219,2259,2263
vBWML,BWM,7223,2225,2226
vBWML,BWM,7226,2230,2231
vBWML,BWM,7227,2219,2220
vBWML,BWM,9132,2352,2354
vBWML,BWM,9133,2360,2362
vBWML,BWM,9136,2406,2407
vBWML,BWM,9147,2450,2451
vBWML,BWM,5766,-1,-1
vBWML,BWM,8953,311,312
vBWML,BWM,9061,282,283
vBWML,BWM,6264,447,448
vBWML,BWM,6307,446,447
vBWML,BWM,6309,465,466
vBWML,BWM,6477,403,414
vBWML,BWM,8894,378,379
vBWML,BWM,6275,470,474
vBWML,BWM,6276,486,491
vBWML,BWM,6310,498,505
vBWML,BWM,6342,573,575
vBWML,BWM,6345,531,532
vBWML,BWM,6349,573,574
vBWML,BWM,6350,565,566
vBWML,BWM,6354,521,522
vBWML,BWM,6368,540,542
vBWML,BWM,6562,649,651
vBWML,BWM,6564,629,630
vBWML,BWM,6566,614,621
vBWML,BWM,6568,653,654
vBWML,BWM,6569,603,607
vBWML,BWM,6570,622,623
vBWML,BWM,6603,646,647
vBWML,BWM,8856,514,514
vBWML,BWM,6640,722,723
vBWML,BWM,6644,794,798
vBWML,BWM,6647,774,784
vBWML,BWM,6649,703,704
vBWML,BWM,6734,801,811
vBWML,BWM,9567,-1,-1
vBWML,BWM,9568,2,182
vBWML,BWM,9715,382,388
vBWML,BWM,9947,396,402
vBWML,BWM,9950,475,476
vBWML,BWM,9979,658,659
vBWML,BWM,9994,930,931
vBWML,BWM,10007,1239,1240
vBWML,BWM,10008,1281,1283
vBWML,BWM,10011,1233,1234
vBWML,BWM,10033,1302,1303
vBWML,BWM,10035,1345,1346
vBWML,BWM,10036,1354,1355
vBWML,BWM,10039,1438,1439
vBWML,BWM,10040,1503,1504
vBWML,BWM,10042,1647,1648
vBWML,BWM,10044,1714,1715
vBWML,BWM,10046,1736,1737
vBWML,BWM,10048,1744,1745
vBWML,BWM,10050,1787,1789
vBWML,BWM,10051,1828,1829
vBWML,BWM,10095,1877,1878
vBWML,BWM,10096,1918,1919
vBWML,BWM,10097,1926,1928
vBWML,BWM,10099,1963,1964
vBWML,BWM,10101,1995,1996
vBWML,BWM,10121,2091,2092
vBWML,BWM,10122,2096,2098
vBWML,BWM,10123,2144,2145
vBWML,BWM,10124,2248,2249
vBWML,BWM,10126,2186,2187
vBWML,BWM,10127,2348,2349
vBWML,BWM,10128,2422,2423
vBWML,BWM,10217,1693,1694
vBWML,BWM,10299,2197,2241
vBWML,BWM,10302,2231,2237
vBWML,BWM,10411,2485,2487
vBWML,BWM,10417,2501,2502
vBWML,BWM,10418,2493,2494
vBWML,BWM,10421,2512,2513
vBWML,BWM,10423,2524,2533
vBWML,BWM,10424,2534,2535
vBWML,BWM,10426,2545,2548
