cam-1,AMso,127.1
ptp-3,AMso,73.2
igcm-1,AMso,217.4
igcm-1,hyp3,171.2
igcm-4,AMso,177.3
rig-4,AMso,469.8
sax-3,AMso,116.3
unc-40,hyp3,604.2
unc-5,hyp3,541.7
wrk-1,AMso,438.9
wrk-1,hyp3,456.3
iglr-2,AMso,98.1
iglr-2,hyp3,296.4
slt-1,AMso,1333.3
slt-1,hyp3,1452.6
tol-1,AMso,922.4
tol-1,hyp3,198.2
pan-1,AMso,162.2
let-4,AMso,615.9
let-4,hyp3,585.8
egg-6,AMso,111.0
egg-6,hyp3,315.6
dma-1,AMso,179.4
lron-8,hyp3,785.3
lron-9,AMso,125.1
lron-11,AMso,46.7
lron-11,hyp3,107.5
sym-1,hyp3,414.4
hmr-1,AMso,429.6
hmr-1,hyp3,856.9
cdh-4,hyp3,86.4
fmi-1,AMso,217.7
cdh-9,hyp3,1767.0
cdh-12,AMso,329.4
Y37E11AL.6,AMso,223.0
bam-2,hyp3,95.8
lat-1,AMso,89.3
