ADFL,0
RIS,0
PVCL,0
DVA,0
ASGL,0
AVEL,0
AWCL,1
AIZL,1
ALA,1
ASKL,1
URBL,1
RMDVL,1
RMDL,1
RMDDL,1
ASEL,1
ASER,1
AVKL,1
SMDDL,1
SMDVL,1
SIAVL,1
SIADL,1
RIVL,1
RIH,2
RICL,2
RIAL,2
CEPVL,2
CEPDL,2
AUAL,2
AVAL,2
URXL,2
SMBVL,2
SMBDL,2
RMEV,2
RMER,2
RMEL,2
ADLL,2
RMED,2
IL1VL,3
IL1L,3
BAGL,3
IL1DL,3
IL2VL,3
IL2DL,3
IL2L,3
ADEL,3
DVC,3
AWAL,4
AVL,4
AVJL,4
ASHL,4
AFDL,4
AIBL,4
SIBVL,4
SIBDL,4
RIML,4
RIBL,4
PVPL,4
OLQVL,4
OLQDL,4
OLLL,4
AWBL,4
AVHL,4
AVDL,4
ASIL,4
AINL,4
AIYL,4
ASJL,4
AVBL,4
