RMDVL,0
RMDL,0
RIS,0
RMDDL,0
RMEV,0
RMER,0
RMED,0
RMEL,0
SMDVL,1
ALA,1
SMDDL,1
RIML,1
RICL,1
RIAL,1
CEPDL,1
CEPVL,1
AVBL,2
DVA,2
OLQVL,2
OLLL,2
OLQDL,2
AWBL,3
AVL,3
PVPL,3
AIYL,3
DVC,3
AIBL,3
ASGL,3
ASIL,3
PVCL,3
ADFL,3
AVKL,3
ASER,3
AWAL,3
AINL,3
RIVL,3
ASJL,3
AVDL,3
AVJL,3
AIZL,3
ASEL,3
AFDL,4
SIADL,4
ASKL,4
SIAVL,4
ADLL,4
AWCL,4
ADEL,4
SIBDL,4
SIBVL,4
IL1VL,5
IL1DL,5
IL1L,5
RIBL,5
SMBDL,5
SMBVL,5
IL2VL,6
IL2DL,6
IL2L,6
URBL,6
RIH,6
URXL,6
AVHL,7
BAGL,7
ASHL,7
AVAL,7
AUAL,7
AVEL,7
