CEPVL,0
CEPDL,0
RIAL,0
RMDVL,0
RMDDL,0
RMDL,0
AIAL,0
RICL,0
RIS,0
RMER,0
RMEV,0
RMED,1
RMEL,1
RIML,1
AIYL,1
OLQVL,1
OLLL,1
OLQDL,1
ASHL,1
AVAL,1
AVEL,1
AUAL,2
BAGL,2
ASJL,2
FLPL,2
ADFL,2
ADLL,2
AINL,2
ALA,2
AVL,3
PVPL,3
AWBL,3
SIADL,3
SIAVL,3
AIZL,3
RID,3
ASER,3
ASEL,3
AVKL,4
SIBDL,4
SIBVL,4
SMDDL,4
SMDVL,4
RIBL,4
IL1VL,4
IL1DL,4
IL1L,4
SMBDL,4
SMBVL,5
ADEL,5
AIBL,5
AWCL,5
ASKL,5
AWAL,5
RIH,5
URBL,5
URXL,5
AVDL,6
AVJL,6
IL2VL,6
IL2DL,6
IL2L,6
RIVL,6
AVBL,6
AVHL,6
AFDL,6
DVA,6
ASGL,6
DVC,6
ASIL,6
PVCL,6
