ADFL,0
RIS,0
PVCL,0
DVA,0
ASGL,0
AVEL,0
AVKL,1
SMDDL,1
SMDVL,1
AWCL,1
AIZL,1
RMDL,1
RMDDL,1
RMDVL,1
RIVL,1
URXL,1
ASEL,1
ASER,1
ALA,1
RIAL,1
SIADL,1
SIAVL,1
RMEV,2
RMER,2
RMED,2
RMEL,2
AVJL,2
DVC,2
ASHL,2
AWAL,2
AVL,2
AFDL,2
ADEL,2
AIBL,2
ADLL,2
CEPDL,2
CEPVL,2
AVBL,3
ASKL,3
URBL,3
AINL,3
ASJL,3
AVAL,3
AVHL,3
RIH,3
BAGL,3
RICL,4
ASIL,4
AIYL,4
AWBL,4
RIBL,4
IL1VL,4
IL1DL,4
IL1L,4
AVDL,4
SIBDL,4
SIBVL,4
RIML,4
PVPL,4
OLQVL,4
OLLL,4
OLQDL,4
IL2VL,4
IL2DL,4
IL2L,4
AUAL,4
SMBDL,4
SMBVL,4
