RICL,0
ALA,0
BAGL,0
SMDDL,0
SMDVL,0
AVHL,0
DVA,0
CEPDL,0
CEPVL,0
RIBL,0
RIS,0
OLQVL,1
OLQDL,1
AUAL,1
OLLL,1
IL1L,1
IL1VL,1
ADLL,1
IL1DL,1
IL2DL,1
SIADL,1
RIAL,1
IL2L,1
SIAVL,1
AINL,1
AVJL,1
SMBVL,1
IL2VL,1
SMBDL,1
AIYL,2
ASHL,2
PVPL,2
ADFL,2
ASJL,2
AIBL,2
ASER,2
AVL,2
PVCL,2
AWBL,2
ASEL,2
AVBL,2
AIZL,2
RIML,2
AWAL,2
DVC,2
URXL,3
ASGL,3
AVEL,3
AVKL,3
RMEL,3
SIBVL,3
AFDL,3
RMER,3
RMEV,3
ASIL,3
SIBDL,3
ADEL,3
RIH,3
RMED,3
AVAL,3
RMDDL,3
RMDL,3
ASKL,3
URBL,3
AWCL,3
AVDL,3
RIVL,3
RMDVL,3
