URBL,0
AINL,0
DVA,0
PVPL,0
PVCL,0
DVC,0
AVJL,0
AVHL,0
AIZL,0
ASIL,0
AIBL,0
RICL,1
AWAL,1
AWCL,1
SIAVL,1
SIADL,1
RIS,1
RIML,1
RIH,1
RIAL,1
AVKL,1
AVDL,1
AVBL,1
ALA,1
AVAL,1
SIBVL,1
SIBDL,1
RMDVL,1
RMDL,1
AVEL,2
RMDDL,2
ASHL,2
ASKL,2
URXL,2
ADLL,2
ASGL,2
BAGL,2
ASJL,2
ASEL,2
ASER,2
AFDL,2
ADEL,2
ADFL,2
AUAL,2
RIBL,2
OLQVL,3
OLQDL,3
OLLL,3
IL1VL,3
IL1L,3
IL1DL,3
CEPVL,3
AWBL,3
CEPDL,3
IL2VL,3
IL2DL,3
IL2L,3
RIVL,3
SMBDL,3
SMBVL,3
AIYL,3
AVL,3
SMDVL,3
SMDDL,3
RMEV,3
RMER,3
RMED,3
RMEL,3
